# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: dm_peachs_castle
# Exported by: {CG} Phoenixf129
setting:	replacespawns 0
weapon_zm_molotov	-1740.6460 -2399.3403 102.5583	3.519 -0.113 -3.661
weapon_zm_molotov	-1743.7291 -2386.8496 102.5209	0.472 0.005 -0.191
weapon_zm_molotov	-1742.8154 -2375.5186 102.5828	2.839 -0.128 -2.945
weapon_zm_molotov	-1729.9641 -2374.1724 102.5113	0.312 0.002 0.002
weapon_zm_molotov	-1729.6794 -2384.7759 102.5275	0.713 0.010 -0.468
weapon_zm_molotov	-1729.4175 -2397.9006 102.5275	0.715 0.010 -0.471
weapon_zm_molotov	-1719.7955 -2397.1895 102.6103	2.071 -0.123 -2.143
weapon_zm_molotov	-1719.5836 -2385.0850 102.5011	0.245 0.003 0.097
weapon_zm_molotov	-1719.1647 -2375.4500 102.5893	2.682 -0.131 -2.785
weapon_zm_sledge	279.2451 -161.9257 763.1912	2.836 11.300 88.558
item_box_buckshot_ttt	-69.0242 -6021.2563 -31.6417	-0.130 0.165 -0.068
item_box_buckshot_ttt	-501.9571 -4839.2681 -96.6506	-0.103 -0.379 -0.090
item_box_buckshot_ttt	-1001.2872 -3102.1101 640.4247	-0.056 -0.374 -0.048
item_box_buckshot_ttt	-1731.5267 -2254.2224 98.3319	0.332 0.004 -0.257
item_box_buckshot_ttt	-1713.9202 -2255.5989 98.4435	-0.544 -0.007 0.483
item_box_buckshot_ttt	-1675.7244 -2199.6729 98.3766	0.487 0.018 -0.308
item_box_buckshot_ttt	-1659.3160 -2197.4458 98.4179	-0.748 -0.006 0.663
ttt_random_ammo	324.6434 -484.0877 760.3709	0.101 0.000 0.057
ttt_random_ammo	325.0547 -459.8604 760.3654	0.077 0.000 0.026
ttt_random_ammo	-321.7712 -600.7139 760.3946	1.087 0.014 1.269
ttt_random_ammo	-300.4506 -600.9401 760.3227	0.047 0.000 -0.033
ttt_random_ammo	-444.7994 -250.2949 760.3745	0.122 0.000 0.085
ttt_random_ammo	-457.7433 -251.9095 760.3376	0.047 0.000 -0.025
ttt_random_ammo	-1550.3119 188.2214 -415.6488	0.053 -0.000 0.011
ttt_random_ammo	-1537.4224 161.3515 -415.5898	-0.287 0.177 -0.343
ttt_random_ammo	-1553.1099 -1433.8235 -79.6664	-0.047 -0.000 -0.028
ttt_random_ammo	-1580.1722 -1431.6505 -79.6437	-0.057 -0.000 -0.003
ttt_random_ammo	1527.6385 -268.3588 -79.6255	0.123 0.000 0.086
ttt_random_ammo	1513.0709 -240.5443 -79.6773	0.047 0.000 -0.033
ttt_random_ammo	2007.9430 2302.3694 -87.5926	-4.000 -1.514 6.943
ttt_random_ammo	1989.3694 2315.3306 -87.8093	-3.982 -1.565 5.940
ttt_random_ammo	-79.1128 -2040.0018 -14.6367	0.057 0.000 -0.002
ttt_random_ammo	-50.9406 -2039.8263 -14.6367	0.057 0.000 -0.002
ttt_random_ammo	844.5699 -2129.8311 64.3615	0.067 0.000 0.012
ttt_random_ammo	854.7350 -2128.0806 64.4339	1.300 0.032 1.572
ttt_random_ammo	315.9986 -3255.4155 -131.6714	-0.047 -0.000 -0.031
ttt_random_ammo	343.1924 -3252.5056 -131.5957	-0.721 -0.007 0.823
ttt_random_ammo	-833.1979 -2504.8828 98.3407	-0.048 -0.000 -0.023
ttt_random_ammo	-833.4585 -2493.1072 98.3498	-0.051 -0.000 -0.014
ttt_random_ammo	-634.4239 -2848.7644 -31.6346	0.078 0.000 0.027
ttt_random_ammo	-588.9189 -2842.2224 -31.6327	0.083 0.000 0.035
ttt_random_ammo	-348.1324 -2855.6392 -31.5611	1.255 0.031 1.524
ttt_random_ammo	-303.6648 -2853.3462 -31.6063	0.820 0.009 0.944
ttt_random_ammo	621.3752 -5833.1108 -96.6747	0.047 -0.000 0.032
ttt_random_ammo	586.3755 -5833.1167 -96.5730	1.480 -0.035 -1.797
ttt_random_ammo	649.8530 -4941.0415 -96.6147	0.282 0.001 0.285
ttt_random_ammo	685.2833 -4933.3281 -96.6327	0.084 0.000 0.036
ttt_random_ammo	-785.8435 -4968.4419 -96.6445	0.057 0.000 -0.003
ttt_random_ammo	-761.1700 -4966.3779 -96.6087	0.539 0.004 0.601
ttt_random_ammo	-835.9399 -5878.4429 -96.5633	1.226 -0.030 -1.484
ttt_random_ammo	-866.2801 -5878.6030 -96.6747	0.047 -0.000 0.032
ttt_random_ammo	-267.3410 -2344.8103 -246.5898	1.660 -0.034 -1.997
ttt_random_ammo	-288.5772 -2337.3259 -246.6071	0.817 -0.009 -0.940
ttt_random_ammo	-2126.6909 -1625.7059 -343.6161	0.245 0.001 0.240
ttt_random_ammo	-2107.9419 -1627.2024 -343.6488	0.053 0.000 -0.011
ttt_random_ammo	868.6409 -2005.2505 -408.6063	0.820 0.009 0.943
ttt_random_ammo	883.2756 -2005.1486 -408.6255	0.123 0.000 0.086
weapon_zm_mac10	-1347.9690 -3281.5300 -444.2470	-0.734 43.446 86.840
weapon_zm_mac10	-1343.5891 -2960.6938 -444.0405	0.021 58.000 87.073
weapon_zm_mac10	-1400.5989 -2855.2407 -342.1070	-0.372 -30.760 87.569
weapon_zm_mac10	-1406.1727 -3367.7244 -444.1001	-0.286 -30.383 87.616
weapon_zm_mac10	1079.3297 -4621.3950 541.9471	2.720 -54.744 91.114
weapon_zm_mac10	1158.0645 -4595.1826 542.8964	-1.708 38.182 89.804
weapon_zm_mac10	-213.3360 -2331.1548 911.0076	0.428 38.745 87.509
weapon_zm_mac10	32.2529 -2338.0354 1.2546	-0.450 78.087 -88.526
weapon_zm_mac10	-69.6779 -1376.8335 -407.8140	-0.781 -104.641 -88.954
weapon_zm_mac10	-143.8507 -2800.0486 575.3687	0.220 64.805 -88.337
weapon_zm_mac10	-170.9999 -4645.6504 1796.3621	0.145 155.510 -88.305
weapon_zm_mac10	744.5616 686.9466 -414.7155	-0.096 -35.711 -88.698
item_ammo_357_ttt	-814.0038 -2481.2341 98.3607	0.562 0.118 0.121
item_ammo_357_ttt	1255.9110 -2428.1897 100.3870	0.541 0.134 0.095
item_ammo_357_ttt	386.4422 -4850.3774 -96.6406	0.561 0.129 0.130
item_ammo_357_ttt	-2346.5674 -1600.7662 -343.6721	0.589 0.144 0.151
item_ammo_357_ttt	1156.4004 -4563.3145 543.8467	-0.044 -2.810 2.180
item_ammo_357_ttt	1895.7178 -3007.2988 607.4214	0.514 0.156 0.062
item_ammo_357_ttt	277.7236 -210.4193 760.4353	0.029 -0.783 -0.057
item_ammo_357_ttt	278.8639 -238.6401 760.4116	0.830 -0.190 0.477
item_ammo_357_ttt	1965.5837 -244.1878 -77.8091	1.516 0.451 88.877
item_ammo_357_ttt	-871.1876 1793.9534 -267.5730	-7.541 -22.042 88.886
item_ammo_357_ttt	-21.3630 647.0393 -415.6806	0.448 0.072 0.061
item_ammo_357_ttt	43.9628 665.5271 -415.6575	0.452 0.061 0.051
item_ammo_revolver_ttt	-164.5518 -2311.3838 3.3489	89.543 116.677 -0.001
item_ammo_revolver_ttt	-101.2866 -1403.4386 -405.6623	89.400 -70.062 -0.000
item_ammo_revolver_ttt	-104.6014 -2768.4771 577.3624	89.717 109.633 -0.000
item_ammo_revolver_ttt	-450.8043 -4640.0308 1798.3981	89.821 -145.368 -179.999
item_ammo_revolver_ttt	-807.6323 -2617.4028 -376.6575	0.452 0.061 0.051
item_ammo_revolver_ttt	-805.3259 -2602.1973 -376.6447	0.455 0.059 0.046
item_ammo_revolver_ttt	-816.7109 -2610.2595 -376.6429	0.455 0.059 0.045
item_ammo_revolver_ttt	-1254.5778 -3442.3306 -342.6447	0.455 0.059 0.046
item_ammo_revolver_ttt	-1269.0094 -3428.3801 -342.6595	0.452 0.064 0.052
weapon_zm_rifle	-1705.3760 -2516.0859 99.2257	0.348 -0.434 -88.790
weapon_zm_rifle	648.7512 -2296.9629 65.2586	0.298 -0.006 -89.096
weapon_zm_rifle	-2351.4658 -1633.1483 -342.7751	0.373 -0.864 -88.653
weapon_zm_rifle	1143.8870 -2648.6775 637.7008	2.227 7.242 73.739
weapon_zm_rifle	-21.2149 678.3970 -414.6111	3.306 12.053 65.494
weapon_ttt_smokegrenade	-1742.1204 -2332.0696 102.5063	0.271 0.003 0.058
weapon_ttt_smokegrenade	-1740.6561 -2323.1882 102.5138	0.341 0.002 -0.033
weapon_ttt_smokegrenade	-1739.2417 -2312.1504 102.5789	2.914 -0.131 -3.017
weapon_ttt_smokegrenade	-1730.4725 -2313.6111 102.5088	0.289 0.002 0.032
weapon_ttt_smokegrenade	-1722.2686 -2315.9243 102.5358	1.656 0.008 -1.520
weapon_ttt_smokegrenade	-1730.9795 -2323.7847 102.5833	2.849 -0.129 -2.959
weapon_ttt_smokegrenade	-1721.9581 -2325.2307 102.4984	0.235 0.002 0.112
weapon_ttt_smokegrenade	-1732.2169 -2332.3401 102.5088	0.289 0.002 0.033
weapon_ttt_smokegrenade	-1721.5817 -2332.4873 102.6037	2.215 -0.126 -2.285
weapon_ttt_confgrenade	-1747.5498 -2453.2534 101.5461	0.112 -0.211 0.853
weapon_ttt_confgrenade	-1744.5486 -2438.0332 101.5343	1.519 0.230 1.318
weapon_ttt_confgrenade	-1744.8085 -2420.8650 101.5213	1.688 0.231 1.465
weapon_ttt_confgrenade	-1736.8937 -2455.6414 101.5823	0.072 -0.218 0.550
weapon_ttt_confgrenade	-1734.8655 -2442.8066 101.5825	0.881 0.201 0.765
weapon_ttt_confgrenade	-1733.1042 -2423.3298 101.5047	1.905 0.278 1.653
weapon_ttt_confgrenade	-1723.6639 -2423.0742 101.5233	1.663 0.235 1.443
weapon_ttt_confgrenade	-1724.1747 -2438.6560 101.5271	1.613 0.233 1.400
weapon_ttt_confgrenade	-1725.0891 -2454.1440 101.4946	0.169 -0.187 1.283
