# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_nuke
# Exported by: Bad King Urgrain
setting:	replacespawns 1
weapon_zm_revolver	1752.7632 -736.2064 -302.2382	2.517 -20.551 -83.901
weapon_zm_revolver	561.7090 262.1998 -414.0986	2.455 -20.349 -83.490
weapon_zm_revolver	317.6369 -1486.3582 -126.0933	2.450 -20.358 -83.608
weapon_zm_revolver	191.4287 -1114.6309 -286.0934	2.450 -20.358 -83.608
weapon_zm_revolver	1386.0475 -282.7283 -167.2426	-0.631 30.266 89.344
weapon_zm_revolver	1414.7778 -2334.7471 -414.3671	-1.500 -21.479 -85.476
ttt_random_weapon	-1146.8693 -1219.2859 -344.0803	1.616 3.085 -93.190
ttt_random_weapon	-1173.0259 -1196.3992 -355.8882	1.812 4.266 -92.742
ttt_random_weapon	-1179.3199 -1248.0505 -362.6696	1.571 2.269 -93.292
ttt_random_weapon	3416.8608 -908.7122 -326.2240	1.857 4.928 -92.638
ttt_random_weapon	3285.1973 -933.3589 -322.4534	1.991 3.830 -92.331
ttt_random_weapon	3300.4607 -786.3825 -322.7926	1.981 1.888 -92.354
ttt_random_weapon	3391.2249 -746.8090 -325.6270	1.646 5.801 -93.121
ttt_random_weapon	3297.6892 -625.0615 -311.5996	1.916 3.169 -92.503
ttt_random_weapon	1911.4176 -852.7142 -350.7747	1.590 4.919 -93.250
ttt_random_weapon	2345.5627 -2298.8210 -638.7578	1.141 4.178 -95.257
ttt_random_weapon	1434.1023 -2377.4712 -638.8013	1.890 4.927 -92.563
ttt_random_weapon	1421.8000 -1879.7909 -638.8169	2.064 4.395 -92.163
ttt_random_weapon	936.3329 -292.4720 -623.4742	1.809 10.482 -92.748
ttt_random_weapon	388.9350 -1298.0336 -638.8062	1.944 4.637 -92.439
ttt_random_weapon	46.6010 -1011.5607 -766.7704	1.541 4.915 -93.362
ttt_random_weapon	1082.1765 -2038.7568 -638.7762	1.606 4.920 -93.213
ttt_random_weapon	1735.7430 -2382.2576 -638.8323	1.873 4.446 -92.183
ttt_random_weapon	2345.5305 -2327.4485 -638.7557	1.209 4.187 -94.754
ttt_random_weapon	2442.1880 -1410.5714 -414.7863	1.720 4.926 -92.952
ttt_random_weapon	1072.9397 -1054.6971 -414.7931	1.798 4.929 -92.775
ttt_random_weapon	1412.7515 -2339.1511 -413.9283	-2.173 1.924 -81.529
ttt_random_weapon	-339.8443 -1245.5231 -414.7797	1.646 4.922 -93.121
ttt_random_weapon	-1758.2252 -1343.6724 -397.1561	1.934 -3.627 -92.462
ttt_random_weapon	-2340.7229 -1218.6750 -414.7828	1.681 4.924 -93.041
item_ammo_smg1_ttt	231.5419 -955.4722 -287.5111	-0.122 0.018 -0.109
item_ammo_smg1_ttt	196.4332 -956.1420 -287.5762	-0.020 -0.032 0.015
item_ammo_smg1_ttt	213.1403 -897.1205 -287.6109	0.098 -0.005 0.054
item_ammo_smg1_ttt	2403.9395 -1762.0901 -415.6136	0.088 -0.005 0.046
item_ammo_smg1_ttt	2397.5940 -1726.6709 -415.4749	-0.201 0.016 -0.176
item_ammo_smg1_ttt	2446.1318 -1773.7961 -415.5958	0.189 -0.005 0.115
item_ammo_smg1_ttt	1142.3016 -647.8178 -415.5777	0.472 -0.004 0.305
item_ammo_smg1_ttt	1162.0364 -653.9433 -415.4829	-0.267 0.014 -0.229
item_ammo_smg1_ttt	1163.9407 -693.8428 -415.4978	-0.802 0.012 -0.595
weapon_zm_shotgun	728.5809 -818.7674 -341.0569	-0.450 -0.401 -84.343
weapon_zm_shotgun	591.8812 -2151.1504 -344.7998	-0.421 -19.415 -83.783
weapon_zm_shotgun	604.4385 803.3383 -422.8224	-0.728 10.560 92.944
weapon_zm_shotgun	1670.1361 -1992.5808 -638.9533	-1.026 -9.451 -89.484
weapon_zm_shotgun	-1346.3577 -950.0060 -378.8010	-2.217 50.260 -96.253
weapon_zm_shotgun	680.9303 -1637.6425 -638.7287	-0.312 8.300 83.960
weapon_ttt_m16	136.4971 -819.2408 -94.8408	2.037 -8.139 84.294
weapon_ttt_m16	391.4264 -1080.8989 -267.0100	12.564 24.117 90.048
weapon_ttt_m16	1206.6782 -825.6640 -295.8532	1.891 11.515 -84.876
weapon_ttt_m16	1432.0265 -1947.4438 -196.1137	-21.316 -28.347 97.920
weapon_zm_molotov	-2807.1750 -697.8660 -413.0998	-1.630 0.380 2.090
weapon_zm_molotov	-2721.6455 -719.8647 -413.3068	-1.133 0.457 1.645
weapon_zm_molotov	-2653.1995 -587.9620 -411.8945	-1.466 0.404 1.944
weapon_zm_molotov	-2874.9233 -658.8812 -412.1108	2.141 -1.470 -0.102
weapon_zm_sledge	-192.4721 -472.5221 -385.6867	18.065 -131.173 2.368
weapon_zm_sledge	3484.7056 -705.8783 -347.5961	18.344 0.352 2.964
weapon_zm_sledge	-2601.6604 -649.5472 -410.6189	7.915 1.829 3.204
item_box_buckshot_ttt	783.8336 -819.9908 -351.2682	-0.543 -0.003 0.456
item_box_buckshot_ttt	689.8774 -813.6620 -351.3756	0.595 0.004 -0.478
item_box_buckshot_ttt	798.1404 -870.9255 -366.8139	0.799 0.003 -0.646
item_box_buckshot_ttt	624.7410 -2136.1665 -351.2958	0.843 0.009 0.715
item_box_buckshot_ttt	596.4784 -2132.8955 -351.3413	0.183 0.004 -0.073
item_box_buckshot_ttt	638.0576 -2084.9399 -367.7858	-0.193 0.001 0.233
item_box_buckshot_ttt	538.9272 861.6431 -479.5976	-0.869 -0.012 0.771
item_box_buckshot_ttt	550.3887 934.4661 -479.5495	-0.489 -0.007 0.434
item_box_buckshot_ttt	595.4813 873.4266 -479.5560	-0.536 -0.007 0.478
item_box_buckshot_ttt	1721.4069 -1999.6978 -639.6448	1.042 0.000 -0.838
item_box_buckshot_ttt	1709.7002 -2019.9850 -639.5629	-0.596 -0.007 0.528
item_box_buckshot_ttt	1671.8414 -2014.0807 -639.6151	-1.000 -0.010 0.896
item_box_buckshot_ttt	1181.6313 -764.3894 -415.5348	-0.373 -0.006 0.331
item_box_buckshot_ttt	1153.3126 -766.7976 -415.5190	-0.248 -0.005 0.220
item_box_buckshot_ttt	1130.0438 -767.9615 -415.6495	0.834 0.002 -0.667
item_box_buckshot_ttt	1094.2712 -766.8333 -415.5972	-0.856 -0.010 0.763
item_box_buckshot_ttt	1103.6859 -742.3868 -415.6230	0.475 0.018 -0.296
item_box_buckshot_ttt	1124.9089 -744.0864 -415.6152	-0.998 -0.010 0.895
item_box_buckshot_ttt	1154.5627 -742.4226 -415.6150	-0.954 -0.010 0.856
item_box_buckshot_ttt	1184.0234 -740.3384 -415.6208	0.121 0.003 -0.011
item_box_buckshot_ttt	-1343.8320 -995.9791 -407.6108	-0.994 0.017 0.882
item_box_buckshot_ttt	-1344.5146 -978.2582 -399.5631	-0.596 -0.007 0.529
item_box_buckshot_ttt	-1343.1389 -959.5229 -391.5460	0.525 -0.011 0.433
item_box_buckshot_ttt	729.5823 -1598.7914 -639.6185	-0.231 0.001 0.274
item_box_buckshot_ttt	658.2901 -1601.6066 -639.6711	0.282 0.003 -0.216
item_box_buckshot_ttt	616.2752 -1619.3307 -639.5753	-0.692 -0.007 0.614
ttt_random_ammo	1214.2211 -706.5905 -415.5594	1.113 -0.028 -1.345
ttt_random_ammo	1199.1064 -690.4185 -415.6070	0.814 -0.008 -0.937
ttt_random_ammo	1198.1328 -648.4364 -415.6309	0.091 -0.000 -0.045
ttt_random_ammo	1214.4722 -662.8389 -415.5669	1.327 -0.033 -1.610
ttt_random_ammo	1271.7335 -726.2048 -415.6509	0.051 -0.000 0.014
ttt_random_ammo	1319.7396 -722.5621 -415.5582	1.141 -0.029 -1.385
ttt_random_ammo	1385.7944 -721.8550 -415.6445	0.057 -0.000 0.003
ttt_random_ammo	1371.7098 -652.9861 -415.6696	0.046 -0.000 0.029
ttt_random_ammo	1310.5535 -648.5460 -415.6176	0.213 -0.001 -0.201
ttt_random_ammo	1259.5757 -634.8087 -415.6509	0.051 -0.000 0.014
ttt_random_ammo	1258.8945 -671.6702 -415.6191	0.189 -0.001 -0.170
ttt_random_ammo	1310.1528 -682.0831 -392.1781	0.047 0.000 -0.020
ttt_random_ammo	1263.8760 -680.6013 -392.1536	0.092 0.000 0.049
ttt_random_ammo	1347.5726 -680.6630 -392.1338	0.567 0.005 0.637
ttt_random_ammo	1061.7106 -682.6809 -392.1457	0.154 0.001 0.128
ttt_random_ammo	1105.2920 -682.6583 -392.2137	0.048 0.000 -0.038
ttt_random_ammo	1137.4474 -683.2640 -392.1039	1.667 0.045 2.026
ttt_random_ammo	1587.2885 -2252.8301 -415.5797	1.559 -0.040 -1.887
ttt_random_ammo	1644.5675 -2303.7539 -415.6273	0.110 -0.000 -0.070
ttt_random_ammo	1709.3832 -2188.0334 -415.6112	0.411 -0.003 -0.445
ttt_random_ammo	1800.6067 -2160.1301 -415.6554	0.049 -0.000 0.019
ttt_random_ammo	1847.1665 -2278.5615 -415.6488	0.053 -0.000 0.011
ttt_random_ammo	2075.9661 -2309.6006 -415.6531	0.050 -0.000 0.017
ttt_random_ammo	2027.0258 -2120.3369 -415.5568	1.086 -0.028 -1.314
ttt_random_ammo	1947.0291 -2148.8101 -415.6385	0.067 -0.000 -0.011
ttt_random_ammo	1960.1943 -2035.8099 -415.6346	0.076 -0.000 -0.025
ttt_random_ammo	1888.8770 -1880.8346 -415.6346	0.077 -0.000 -0.026
ttt_random_ammo	2036.7710 -1712.3083 -415.5834	1.569 -0.041 -1.892
ttt_random_ammo	1928.9598 -1738.8856 -415.6097	0.470 0.003 0.517
ttt_random_ammo	1833.7561 -1729.6837 -415.6133	0.311 0.002 0.321
ttt_random_ammo	1690.3019 -1704.8298 -415.6721	0.046 0.000 -0.031
ttt_random_ammo	1566.8093 -1697.4467 -415.6053	1.275 0.020 1.498
ttt_random_ammo	1659.7672 -1817.0033 -415.6290	0.098 0.000 0.055
ttt_random_ammo	1802.4098 -1851.4530 -415.5406	0.783 0.023 0.949
ttt_random_ammo	1733.9780 -1944.1083 -415.5659	1.229 0.030 1.480
ttt_random_ammo	1478.2235 -1817.3376 -415.6721	0.046 -0.000 0.031
ttt_random_ammo	1453.4857 -1993.4388 -415.6577	0.048 -0.000 0.021
ttt_random_ammo	1365.6687 -1869.5006 -415.6616	-0.047 0.000 0.025
ttt_random_ammo	1620.1071 -1975.1201 -415.6365	0.071 0.000 0.018
ttt_random_ammo	1711.1508 -2071.4434 -415.6879	0.048 -0.000 0.037
ttt_random_ammo	1862.2903 -2030.9899 -415.6149	0.280 -0.001 -0.284
ttt_random_ammo	1561.6489 -2078.8132 -415.6672	0.046 0.000 -0.028
ttt_random_ammo	1813.1165 -1978.3602 -415.6176	0.214 -0.001 -0.201
ttt_random_ammo	235.2269 -2075.0776 -367.8412	-0.047 -0.000 -0.037
ttt_random_ammo	257.7445 -2012.0948 -321.3686	0.190 0.001 0.174
ttt_random_ammo	228.3152 -2030.4255 -321.3987	0.050 0.000 -0.013
ttt_random_ammo	278.2791 -1979.9398 -321.3153	1.148 0.030 1.379
ttt_random_ammo	363.9244 -1624.1381 -415.5452	-1.396 -0.033 1.697
ttt_random_ammo	431.9631 -1637.9023 -415.6799	0.047 0.000 -0.034
ttt_random_ammo	398.5069 -1801.6754 -415.6054	1.093 0.015 1.276
ttt_random_ammo	-45.9759 -1889.5135 -415.6592	-0.047 -0.000 -0.023
ttt_random_ammo	-108.6550 -1929.8186 -415.6415	-0.060 -0.000 0.001
ttt_random_ammo	-68.6712 -2006.3242 -415.6255	-0.110 -0.000 0.071
ttt_random_ammo	38.1911 -2026.2299 -415.6488	0.053 0.000 -0.011
ttt_random_ammo	139.8643 -1990.4128 -415.6600	0.047 0.000 -0.023
ttt_random_ammo	-576.8344 -1153.8434 -415.5834	1.570 -0.041 -1.892
ttt_random_ammo	-618.2560 -1176.4335 -415.6068	0.959 -0.011 -1.113
ttt_random_ammo	-605.0291 -1291.5887 -415.6084	0.630 -0.005 -0.712
ttt_random_ammo	-530.8752 -1417.3290 -415.5529	1.027 -0.027 -1.245
ttt_random_ammo	3428.4998 -623.0314 -351.6532	0.050 0.000 -0.017
ttt_random_ammo	3253.1865 -567.2888 -351.6577	0.048 0.000 -0.021
ttt_random_ammo	3386.3938 -684.5380 -351.6404	0.063 0.000 0.006
ttt_random_ammo	3289.6768 -722.2184 -351.5439	0.857 0.024 1.040
ttt_random_ammo	3353.2683 -847.7383 -351.6290	0.099 0.000 0.056
ttt_random_ammo	3451.9521 -845.5349 -351.6385	0.067 0.000 0.012
ttt_random_ammo	3454.8315 -1027.7491 -351.5345	-0.076 0.319 -0.169
ttt_random_ammo	3346.3267 -999.8107 -351.6290	0.100 0.000 0.057
ttt_random_ammo	3206.0095 -1019.5112 -351.6133	0.313 0.002 0.325
ttt_random_ammo	3236.4673 -874.3310 -351.6055	1.108 0.015 1.294
weapon_zm_mac10	190.7687 -927.9307 -273.3427	-0.682 -36.716 -88.575
weapon_zm_mac10	2425.1052 -1729.4436 -414.7306	-0.014 -37.538 -88.534
weapon_zm_mac10	-2772.1208 -758.8909 -417.3676	-0.613 -27.820 -87.219
weapon_zm_mac10	805.2446 -428.4090 -318.2219	-0.095 -35.712 -88.714
item_ammo_357_ttt	1041.1062 -1443.2297 -103.6537	0.453 0.061 0.050
item_ammo_357_ttt	1049.5703 -1425.8829 -103.6829	0.447 0.072 0.062
item_ammo_357_ttt	1064.6270 -1446.4568 -103.6286	0.515 -0.052 -0.008
item_ammo_357_ttt	696.6888 -915.7434 -127.9315	0.450 0.066 0.053
item_ammo_357_ttt	587.4219 -919.6426 -127.8734	0.462 0.056 0.030
item_ammo_357_ttt	232.8084 -1337.8221 -271.6655	0.451 0.064 0.054
item_ammo_357_ttt	204.9929 -1335.2396 -271.6519	0.453 0.061 0.049
item_ammo_357_ttt	177.7119 -1328.9850 -271.6301	0.458 0.057 0.040
item_ammo_357_ttt	1061.7645 -656.1039 -415.5651	0.471 0.054 0.014
item_ammo_357_ttt	1064.4628 -640.7979 -415.6316	0.458 0.057 0.041
item_ammo_357_ttt	1086.4430 -657.5815 -415.6900	0.446 0.073 0.064
item_ammo_357_ttt	1087.5277 -643.5181 -415.6924	0.446 0.080 0.065
item_ammo_357_ttt	1409.9066 -2302.8413 -415.6464	0.455 0.060 0.047
item_ammo_357_ttt	1415.5950 -2290.7012 -415.6363	0.457 0.058 0.043
item_ammo_357_ttt	1433.6405 -2279.0403 -415.6331	0.457 0.058 0.041
item_ammo_357_ttt	1454.9038 -2272.0564 -415.6634	0.451 0.065 0.053
item_ammo_357_ttt	1477.8687 -2277.3652 -415.5790	0.468 0.054 0.020
item_ammo_revolver_ttt	722.8151 -1437.7178 -599.6655	0.451 0.064 0.055
item_ammo_revolver_ttt	640.4725 -1464.3444 -599.6534	0.466 0.041 0.043
item_ammo_revolver_ttt	590.5856 -1431.6536 -599.6675	0.450 0.064 0.055
item_ammo_revolver_ttt	576.7245 -1022.8065 -415.6363	0.457 0.058 0.043
item_ammo_revolver_ttt	584.7637 -1051.1194 -366.7600	0.456 -0.050 -0.022
item_ammo_revolver_ttt	620.9088 -1040.9677 -415.6696	0.450 0.068 0.056
item_ammo_revolver_ttt	368.5934 -795.0667 -383.6696	0.450 0.068 0.056
item_ammo_revolver_ttt	392.3618 -860.9146 -383.6575	0.452 0.062 0.051
item_ammo_revolver_ttt	467.9264 -796.2058 -383.6614	0.452 0.065 0.053
item_ammo_revolver_ttt	349.1316 -1488.8726 -127.6696	0.450 0.068 0.056
item_ammo_revolver_ttt	379.2809 -1489.9695 -127.6876	0.447 0.073 0.063
item_ammo_revolver_ttt	420.0411 -1494.7407 -127.6482	0.454 0.060 0.047
item_ammo_revolver_ttt	1744.7424 -755.7968 -303.8306	0.433 -0.060 -0.046
item_ammo_revolver_ttt	1735.2483 -729.8746 -303.7352	0.464 -0.050 -0.014
item_ammo_revolver_ttt	81.6790 -1996.1937 -415.6173	0.460 0.056 0.035
item_ammo_revolver_ttt	131.9800 -2040.4293 -415.6829	0.448 0.073 0.061
item_ammo_revolver_ttt	167.7625 -2035.2139 -414.2697	0.304 -1.192 -17.391
item_ammo_revolver_ttt	-168.6781 -541.1366 -171.5889	0.466 0.054 0.024
item_ammo_revolver_ttt	-193.0912 -460.0015 -171.6050	0.463 0.054 0.030
item_ammo_revolver_ttt	-246.6599 -428.8382 -171.6784	0.448 0.068 0.060
item_ammo_revolver_ttt	225.2854 -1096.1830 -287.6537	0.453 0.062 0.049
item_ammo_revolver_ttt	200.1987 -1139.1200 -287.6073	0.462 0.055 0.031
item_ammo_revolver_ttt	151.9948 -1115.1663 -287.6518	0.454 0.062 0.049
item_ammo_revolver_ttt	590.1724 275.2719 -415.6654	0.451 0.065 0.054
item_ammo_revolver_ttt	597.1943 242.1385 -415.6500	0.454 0.062 0.048
item_ammo_revolver_ttt	573.3483 235.8644 -415.6429	0.455 0.060 0.045
item_ammo_revolver_ttt	1389.6925 -305.9471 -169.8983	0.330 -0.425 6.165
item_ammo_revolver_ttt	1394.7087 -344.7823 -173.9067	0.257 -0.421 6.281
item_ammo_revolver_ttt	1389.9272 -378.4501 -177.3852	0.183 -0.419 6.397
item_ammo_revolver_ttt	1492.7992 -2294.6082 -415.6518	0.454 0.062 0.049
item_ammo_revolver_ttt	1478.0994 -2295.2683 -415.5906	0.466 0.054 0.024
item_ammo_revolver_ttt	1460.3008 -2295.1765 -415.6634	0.451 0.065 0.053
item_ammo_revolver_ttt	1448.1573 -2300.2214 -415.5995	0.464 0.055 0.028
item_ammo_revolver_ttt	1430.2883 -2302.9324 -415.6555	0.453 0.062 0.050
ttt_playerspawn	420.6472 -463.5511 -639.6449	-0.023 -0.000 0.023
ttt_playerspawn	770.1618 -479.7167 -639.5479	-0.008 -0.000 0.008
ttt_playerspawn	971.5349 -490.7914 -639.6418	-0.089 0.040 -0.013
ttt_playerspawn	440.6810 -289.7805 -639.6009	-0.016 -0.000 0.016
ttt_playerspawn	800.6761 -166.7252 -639.5675	-0.012 -0.000 0.012
ttt_playerspawn	867.6097 -406.5411 -767.5450	-0.046 -0.000 0.046
ttt_playerspawn	875.4742 -600.1392 -767.5997	-0.051 0.041 -0.017
ttt_playerspawn	877.7938 -788.1701 -767.5482	0.065 -0.001 0.088
ttt_playerspawn	886.4263 -1137.2972 -767.5281	-0.044 -0.000 0.045
ttt_playerspawn	795.4252 -1253.8491 -767.5273	-0.009 -0.722 0.092
ttt_playerspawn	707.9532 -1035.0326 -767.5327	0.018 0.051 0.039
ttt_playerspawn	721.8330 -885.0058 -767.6222	0.007 -0.000 -0.007
ttt_playerspawn	736.6959 -721.3221 -767.6476	-0.030 -0.000 0.030
ttt_playerspawn	649.3013 -610.5726 -767.5959	-0.035 -0.000 0.035
ttt_playerspawn	553.1850 -763.1453 -767.6046	-0.029 -0.000 0.029
ttt_playerspawn	532.5147 -910.3652 -767.6427	-0.035 -0.000 0.035
ttt_playerspawn	404.3671 -1284.1752 -767.6073	-0.089 0.002 -0.003
ttt_playerspawn	413.7471 -1072.8174 -767.5771	-0.132 0.019 -0.086
ttt_playerspawn	368.2830 -610.3208 -767.5767	-0.014 -0.000 0.014
ttt_playerspawn	373.1541 -865.4246 -767.6369	-0.025 -0.000 0.025
ttt_playerspawn	1207.8390 -977.6102 -767.5439	-0.190 -0.105 -0.051
ttt_playerspawn	1234.5745 -589.1085 -639.6252	-0.012 -0.000 0.012
ttt_playerspawn	1144.6720 -478.4369 -639.5154	-0.024 -0.000 0.024
ttt_playerspawn	568.9325 -1147.6875 -639.5430	-0.014 -0.000 0.014
ttt_playerspawn	631.8669 -185.7164 -639.5781	-0.016 -0.000 0.016
ttt_playerspawn	896.8127 -964.6810 -767.5238	-0.038 0.000 0.038
weapon_zm_rifle	1059.5773 -1469.8755 -102.6111	3.194 -97.577 65.872
weapon_zm_rifle	652.5021 -919.2928 -126.8727	3.155 -178.015 67.404
weapon_zm_rifle	206.5158 -1308.0353 -262.5282	0.303 41.588 55.347
weapon_zm_rifle	-2800.5652 -603.6893 -415.2771	3.132 13.397 65.889
weapon_zm_rifle	1464.8274 -2339.6563 -414.6490	3.275 13.171 65.006
weapon_ttt_confgrenade	-2870.0259 -727.3835 -414.0299	2.600 0.705 1.223
weapon_ttt_confgrenade	-2821.7939 -810.3622 -415.7357	-0.258 -0.020 2.451
weapon_ttt_confgrenade	-1230.7603 -1211.2708 -376.0406	2.189 -0.331 -1.878
