# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_port
# Exported by: Bad King Urgrain
setting:	replacespawns 1
weapon_zm_shotgun	1085.6274 457.7158 449.0462	-1.015 -9.515 -89.405
weapon_zm_shotgun	986.9806 -293.4901 449.0453	-0.997 -9.495 -89.282
weapon_zm_shotgun	-960.3294 614.9872 369.2727	-0.328 7.114 84.035
weapon_zm_shotgun	-977.9637 -824.8771 566.0389	-0.309 9.428 82.997
weapon_ttt_m16	-499.6042 387.7681 641.2700	2.037 -8.137 84.294
weapon_ttt_m16	1011.4769 -3185.8337 769.1617	2.290 -8.272 84.227
weapon_ttt_m16	239.9395 1603.2378 641.2700	2.037 -8.139 84.294
weapon_ttt_m16	1693.4048 431.4243 691.1756	2.217 -8.225 84.426
weapon_zm_molotov	-870.9595 774.8590 516.5938	2.511 -0.129 -2.581
weapon_zm_molotov	-859.1980 772.5353 516.5558	3.573 -0.098 -3.692
weapon_zm_molotov	-839.2507 769.8210 516.6233	1.718 -0.116 -1.768
weapon_zm_molotov	-821.1143 778.7853 516.5065	0.287 0.003 0.072
weapon_zm_molotov	-803.4616 800.3246 516.4987	0.252 0.002 0.126
weapon_zm_molotov	-965.0232 -801.7939 569.3317	0.583 0.007 -0.226
weapon_zm_molotov	-542.8661 215.5547 616.8140	24.428 -131.710 96.840
weapon_zm_molotov	-1532.6748 866.6900 516.5164	0.391 0.003 -0.063
weapon_zm_molotov	-2372.5972 1758.2927 516.6132	1.980 -0.120 -2.034
weapon_zm_molotov	211.2899 -2026.8798 809.4961	-3.807 -0.231 -2.800
weapon_zm_molotov	-208.5791 -959.5673 644.6151	1.966 -0.119 -2.027
weapon_zm_molotov	497.7135 914.2186 964.5113	0.312 0.002 0.002
weapon_zm_molotov	1680.3516 390.9479 694.5718	3.179 -0.138 -3.287
weapon_zm_molotov	1655.1221 1275.1561 644.5013	0.261 0.003 0.112
weapon_zm_molotov	265.1299 1763.6920 644.6725	3.402 -0.130 -3.534
weapon_zm_molotov	1176.8046 392.1778 452.6067	2.167 -0.124 -2.228
weapon_zm_molotov	944.6634 77.7657 452.5367	2.382 -0.004 -2.298
weapon_zm_molotov	971.1134 -548.7666 452.5297	0.858 0.012 -0.604
weapon_zm_molotov	1669.0485 -359.1785 452.5872	2.718 -0.133 -2.799
weapon_zm_sledge	1760.2631 399.2106 694.4120	18.429 0.317 2.905
weapon_zm_sledge	846.8879 -1205.6948 651.3062	28.251 -0.472 1.842
weapon_zm_sledge	-88.3437 -326.8437 631.4091	4.567 -0.540 -1.614
weapon_zm_sledge	933.4621 50.4669 452.4235	18.532 0.310 2.877
weapon_zm_sledge	1051.5974 340.1515 452.4135	18.442 0.318 2.904
weapon_zm_sledge	1095.4000 340.9647 451.6454	12.502 0.212 2.261
weapon_zm_sledge	1079.5034 382.2120 452.4211	18.514 0.306 2.870
item_box_buckshot_ttt	-1608.9408 865.5638 512.4576	-0.205 -0.018 0.848
item_box_buckshot_ttt	-1607.1298 890.8409 512.4838	0.226 -0.005 0.182
item_box_buckshot_ttt	-1582.0583 900.2099 512.4788	-0.940 -0.015 1.119
item_box_buckshot_ttt	-1551.7401 895.7957 512.4704	1.616 -0.219 -0.392
item_box_buckshot_ttt	1191.6024 697.3098 448.4565	-0.601 0.026 -1.089
item_box_buckshot_ttt	1170.3011 661.6971 448.4658	0.314 -0.007 0.338
item_box_buckshot_ttt	1198.0773 662.0007 448.4224	-0.164 0.024 -1.028
item_box_buckshot_ttt	1193.2792 716.5728 448.4284	-0.537 0.033 -1.292
item_box_buckshot_ttt	993.9824 -265.4541 448.4147	0.872 -0.009 0.184
item_box_buckshot_ttt	985.4608 -247.8639 448.4864	0.151 -0.005 0.207
item_box_buckshot_ttt	981.9538 -226.1412 448.4667	0.225 -0.007 0.393
item_box_buckshot_ttt	-1013.4907 -839.9738 565.1677	1.005 0.002 -0.814
item_box_buckshot_ttt	-1036.7780 -826.0321 565.2116	0.931 -0.002 0.807
ttt_random_ammo	-1646.8536 806.8309 546.9545	0.097 0.000 0.055
ttt_random_ammo	-1623.6812 808.1682 546.9235	0.046 0.000 -0.025
ttt_random_ammo	-1602.1298 805.1027 547.0114	1.088 -0.028 -1.293
ttt_random_ammo	-1573.2732 809.7181 546.9300	0.050 -0.000 0.015
ttt_random_ammo	-1464.4442 -443.3167 512.3771	-0.277 0.003 -0.213
ttt_random_ammo	-1506.1282 -448.4434 512.3638	-0.303 0.003 -0.244
ttt_random_ammo	-1517.4102 -424.8834 512.4272	-0.893 -0.000 0.739
ttt_random_ammo	-1556.9705 -446.1440 512.4683	-1.269 -0.024 1.359
ttt_random_ammo	-1591.3242 -450.8437 512.3638	-0.303 0.003 -0.244
ttt_random_ammo	-1639.9358 -463.5128 512.3938	-0.266 0.003 -0.150
ttt_random_ammo	-1635.4911 -418.0302 512.3447	-0.344 0.003 -0.282
ttt_random_ammo	-1578.9021 -407.3066 512.3906	-0.264 0.003 -0.166
ttt_random_ammo	-879.7743 589.1625 560.8527	0.123 0.000 0.090
ttt_random_ammo	-868.8417 542.9512 560.9176	1.653 0.008 1.028
ttt_random_ammo	-809.2010 262.2888 562.9393	1.252 0.013 1.320
ttt_random_ammo	-808.0644 235.3511 562.8654	0.407 -0.007 -0.149
ttt_random_ammo	-807.2923 197.5344 558.0396	2.231 -0.067 1.303
ttt_random_ammo	-891.9471 -213.3166 560.8841	1.379 0.013 1.098
ttt_random_ammo	-1119.7340 199.3252 558.0551	1.941 -0.089 1.293
ttt_random_ammo	-1120.5024 234.6726 562.9392	1.543 0.008 1.388
ttt_random_ammo	-1117.8540 275.3874 565.2811	0.059 -0.093 -0.993
ttt_random_ammo	-1276.2142 110.0390 552.8275	0.385 -0.966 -0.563
ttt_random_ammo	-1310.7571 113.6679 552.7454	-0.691 0.136 -0.971
ttt_random_ammo	-1294.1563 173.0858 552.4634	0.711 1.822 -0.498
ttt_random_ammo	-1606.4347 528.8017 530.2155	-0.142 -0.677 -0.173
ttt_random_ammo	-770.2853 785.4216 512.3745	0.120 0.000 0.083
ttt_random_ammo	-696.0980 806.5317 512.3353	0.046 0.000 -0.027
ttt_random_ammo	-705.9702 732.3597 512.3596	0.063 0.000 0.006
ttt_random_ammo	-763.4769 751.6254 512.3853	0.279 0.001 0.282
ttt_random_ammo	-1076.8636 185.8040 512.3890	-0.265 0.003 -0.173
ttt_random_ammo	-1076.4050 242.0995 512.3857	-0.266 0.003 -0.186
ttt_random_ammo	-1088.7031 113.2048 512.3715	-0.287 0.003 -0.226
ttt_random_ammo	-1079.2218 459.3669 512.3898	0.264 0.003 0.151
ttt_random_ammo	-1083.3671 571.2017 512.4131	1.108 -0.004 -1.009
ttt_random_ammo	-952.1596 567.3374 512.3782	0.269 0.003 0.198
ttt_random_ammo	-955.6688 495.2112 512.3782	0.269 0.003 0.198
ttt_random_ammo	-846.7505 315.1901 512.3954	-0.268 0.003 -0.140
ttt_random_ammo	-891.1088 311.8770 512.4075	-0.329 0.003 -0.014
ttt_random_ammo	-776.0243 26.4653 512.3985	-0.275 0.003 -0.118
ttt_random_ammo	-775.8928 109.9308 512.4075	-0.329 0.003 -0.014
ttt_random_ammo	-771.0345 205.0243 512.3752	-0.281 0.003 -0.217
ttt_random_ammo	-853.5329 -273.0571 512.4105	-0.368 0.003 0.046
ttt_random_ammo	-2968.1545 161.5620 640.3985	-0.268 0.003 -0.123
ttt_random_ammo	-2974.1584 91.8310 640.3448	-0.342 0.003 -0.281
ttt_random_ammo	-2884.3547 122.6590 640.3923	-0.261 0.003 -0.160
ttt_random_ammo	-1908.8121 -455.2200 512.3954	-0.268 0.003 -0.140
ttt_random_ammo	-1957.2474 -388.5094 512.4000	-0.280 0.003 -0.105
ttt_random_ammo	-1996.5862 -445.8054 512.3658	-0.299 0.003 -0.239
ttt_random_ammo	-1896.9115 -400.1302 512.3771	-0.277 0.003 -0.213
weapon_zm_mac10	1085.1381 240.2348 449.2670	-0.053 -37.568 -88.536
weapon_zm_mac10	1113.3384 255.6438 449.2565	-0.225 -37.665 -88.547
weapon_zm_mac10	1062.7357 216.5382 449.2616	-0.142 -37.623 -88.542
weapon_zm_mac10	1091.7017 199.4267 449.2611	-0.150 -37.624 -88.542
weapon_zm_mac10	958.3688 -497.7848 449.2578	-0.203 -37.646 -88.545
item_ammo_357_ttt	533.5671 870.1387 960.4030	1.258 -0.047 -0.949
item_ammo_357_ttt	566.6215 880.9174 960.4097	1.179 -0.040 -0.854
item_ammo_357_ttt	595.9766 877.8653 960.4133	1.138 -0.036 -0.804
item_ammo_357_ttt	614.7665 844.6099 960.4318	0.923 -0.025 -0.543
item_ammo_357_ttt	-742.0576 975.4702 619.2211	-11.134 -0.851 -1.516
item_ammo_357_ttt	-727.8293 980.4504 619.9571	-2.379 -0.649 -8.158
item_ammo_357_ttt	-706.0753 994.4642 616.9858	5.539 1.801 -16.633
item_ammo_357_ttt	-666.6066 994.3414 608.8024	-87.620 40.484 -35.020
item_ammo_357_ttt	-705.0674 960.3508 621.0328	13.040 1.785 -4.744
item_ammo_357_ttt	-3198.9216 1174.2828 640.4117	1.159 -0.037 -0.831
item_ammo_357_ttt	-3179.5549 1136.9248 640.4290	0.959 -0.026 -0.587
item_ammo_357_ttt	-3169.8337 1089.0142 640.4011	1.282 -0.048 -0.981
item_ammo_357_ttt	-537.9547 3881.1646 512.4208	1.055 -0.031 -0.705
item_ammo_357_ttt	-558.7017 3896.1702 512.4321	0.924 -0.025 -0.546
item_ammo_357_ttt	-580.6333 3921.1379 512.4034	1.259 -0.047 -0.954
item_ammo_357_ttt	-570.5538 3874.0862 512.4064	1.224 -0.042 -0.912
item_ammo_357_ttt	-580.8755 3890.1245 512.4348	0.892 -0.024 -0.506
item_ammo_357_ttt	214.7636 -1923.2465 801.3248	0.411 0.421 -2.336
item_ammo_357_ttt	221.6101 -1954.2568 802.4822	0.410 0.421 -2.336
item_ammo_357_ttt	206.7729 -1972.1418 803.2235	0.225 0.429 -2.500
item_ammo_357_ttt	199.7223 -1948.5588 802.3385	0.459 0.407 -2.243
item_ammo_357_ttt	-243.3903 1272.1587 641.4257	0.443 0.071 0.061
item_ammo_357_ttt	-261.6982 1315.1244 641.5279	0.466 0.052 0.021
item_ammo_357_ttt	-228.2739 1307.8219 641.4454	0.447 0.063 0.053
item_ammo_357_ttt	-264.1707 1339.9492 641.4233	0.443 0.071 0.062
item_ammo_357_ttt	-270.2280 1267.7703 641.4454	0.447 0.063 0.053
item_ammo_357_ttt	2787.1616 273.2514 512.4167	1.112 -0.035 -0.780
item_ammo_357_ttt	2788.9480 311.2262 512.4108	1.182 -0.042 -0.867
item_ammo_357_ttt	2780.2314 346.9464 512.4302	0.945 -0.026 -0.571
item_ammo_revolver_ttt	-578.6325 106.5365 617.4210	2.400 0.054 7.130
item_ammo_revolver_ttt	-592.7603 80.7842 614.1980	-1.395 0.413 11.055
item_ammo_revolver_ttt	-568.6475 82.5858 613.9574	3.251 -0.202 7.617
item_ammo_revolver_ttt	-550.9978 98.3390 614.3275	7.737 -0.300 6.566
item_ammo_revolver_ttt	1102.6733 -1845.9440 782.1584	-4.456 -0.195 3.696
item_ammo_revolver_ttt	1102.4772 -1792.7772 785.7468	-4.277 -0.183 3.747
item_ammo_revolver_ttt	1102.9240 -1763.7556 787.6804	-4.633 -0.208 3.645
item_ammo_revolver_ttt	1532.6328 -388.4044 448.4169	1.100 -0.033 -0.760
item_ammo_revolver_ttt	1553.8800 -381.2714 448.4230	1.029 -0.029 -0.673
item_ammo_revolver_ttt	1518.4333 -414.9548 448.4161	1.110 -0.034 -0.772
item_ammo_revolver_ttt	822.6791 -1224.7202 651.6218	10.931 -0.298 -0.061
item_ammo_revolver_ttt	844.4354 -1233.3357 647.6936	11.063 -0.281 -0.069
ttt_playerspawn	-1822.5886 -798.2431 512.4606	-0.010 -0.000 0.010
ttt_playerspawn	-1817.9844 -947.7633 512.3757	-0.033 -0.000 0.033
ttt_playerspawn	-1782.0117 -1107.5874 512.4998	-0.000 0.000 -0.000
ttt_playerspawn	-1993.9807 -1040.4672 512.4399	-0.015 -0.000 0.015
ttt_playerspawn	-2009.8573 -871.9474 512.3618	-0.031 -0.000 0.031
ttt_playerspawn	-1870.5623 -612.8240 512.3826	-0.011 -0.000 0.011
ttt_playerspawn	-1955.8676 -734.7551 512.3879	-0.029 -0.000 0.029
ttt_playerspawn	-2030.0698 -601.7612 512.4849	-0.023 0.000 0.023
ttt_playerspawn	-2095.8486 -739.3645 512.4188	-0.019 -0.000 0.019
ttt_playerspawn	-2096.8135 -956.2645 512.4189	0.007 -0.000 -0.007
ttt_playerspawn	-2206.1272 -825.8553 512.3732	-0.029 -0.000 0.029
ttt_playerspawn	-2183.6604 -586.8631 512.4357	0.028 -0.000 -0.028
ttt_playerspawn	-2330.4998 -705.3077 512.3453	-0.028 -0.000 0.028
ttt_playerspawn	-2331.0176 -843.1752 512.3821	-0.024 -0.000 0.024
ttt_playerspawn	-2253.4473 -994.1086 512.4522	-0.019 -0.000 0.019
ttt_playerspawn	-2451.5974 -940.0871 512.3672	-0.032 -0.000 0.032
ttt_playerspawn	-2465.2502 -761.8069 512.4112	-0.018 -0.000 0.018
ttt_playerspawn	-2447.5002 -612.3885 512.3893	-0.040 -0.000 0.040
ttt_playerspawn	-2312.8098 -546.0256 512.4659	0.018 0.096 0.126
ttt_playerspawn	-2360.5535 -1034.3024 512.4356	0.006 -0.000 -0.006
ttt_playerspawn	-2087.5122 -1194.8800 512.4273	-0.063 -0.000 0.063
ttt_playerspawn	-2287.7896 -1189.4679 512.4352	-0.015 -0.000 0.015
ttt_playerspawn	-2167.0469 -1279.5225 512.3828	-0.019 -0.000 0.019
ttt_playerspawn	-2528.3701 -1132.5465 512.3397	-0.009 -0.000 0.009
ttt_playerspawn	-2425.8142 -1204.5781 512.4183	-0.051 -0.000 0.051
ttt_playerspawn	-2287.3442 -1337.6106 512.4360	-0.034 -0.000 0.034
ttt_playerspawn	-2536.0818 -1259.0634 512.3835	-0.029 -0.000 0.029
ttt_playerspawn	-2417.9495 -1345.4110 512.3424	-0.026 -0.000 0.026
ttt_playerspawn	-2305.6841 -1481.2621 512.4215	-0.024 -0.000 0.024
ttt_playerspawn	-2497.8809 -1441.4734 512.4145	-0.015 -0.000 0.015
weapon_zm_rifle	552.6187 852.3788 961.3615	3.302 12.033 65.162
weapon_zm_rifle	-739.9954 917.2244 623.3406	-1.446 4.316 131.450
weapon_zm_rifle	-3233.8616 1122.6062 641.3942	3.307 12.057 65.558
weapon_zm_rifle	-548.0833 3944.0525 513.3338	3.265 13.157 64.789
weapon_zm_rifle	206.2354 -1999.1707 805.0078	0.332 -2.817 -90.508
weapon_zm_rifle	-2369.2251 1803.4330 513.3395	3.263 14.965 64.870
weapon_zm_rifle	-275.6781 1387.6398 642.4996	3.306 12.052 65.494
weapon_zm_rifle	1054.9211 389.8211 449.3705	3.710 11.455 65.113
weapon_zm_rifle	1098.6042 295.1049 449.3608	3.281 13.178 65.130
weapon_zm_rifle	1048.9851 289.0027 449.3371	3.267 13.160 64.831
weapon_zm_rifle	1727.4365 348.7198 691.3828	3.293 13.191 65.408
weapon_zm_rifle	2776.5054 235.4434 513.3898	3.331 14.128 65.447
weapon_ttt_smokegrenade	-1637.2155 438.3500 516.5822	2.909 -0.130 -3.008
weapon_ttt_smokegrenade	-1615.4242 443.6225 516.5800	2.943 -0.132 -3.040
weapon_ttt_smokegrenade	-1579.5082 470.8510 516.6017	2.356 -0.127 -2.432
weapon_ttt_smokegrenade	-229.4446 -941.0897 644.5926	2.617 -0.134 -2.704
weapon_ttt_smokegrenade	455.3447 834.8174 964.5583	3.518 -0.113 -3.661
weapon_ttt_smokegrenade	1781.3766 365.4021 694.5349	1.399 0.011 -1.210
weapon_ttt_smokegrenade	-153.4896 3750.4390 516.5039	0.272 0.003 0.094
weapon_ttt_smokegrenade	-145.5517 3811.8569 516.5065	0.287 0.003 0.072
weapon_ttt_smokegrenade	-159.3971 3911.3181 516.5766	3.031 -0.136 -3.130
weapon_ttt_smokegrenade	-111.0784 3845.3044 516.6179	1.880 -0.119 -1.936
weapon_ttt_smokegrenade	-118.3701 3776.9124 516.5361	1.663 0.008 -1.502
weapon_ttt_smokegrenade	-98.9714 3895.4185 516.6145	1.956 -0.119 -2.012
weapon_ttt_smokegrenade	14.4488 -1955.3735 771.0906	-1.840 -0.766 0.868
weapon_ttt_smokegrenade	973.8148 -3137.9553 773.4138	2.365 -1.282 -1.921
weapon_ttt_confgrenade	-695.2726 -486.3199 515.5916	0.683 0.133 -0.174
weapon_ttt_confgrenade	-687.2511 -519.0143 515.5031	1.744 0.170 -0.446
weapon_ttt_confgrenade	-720.9593 -505.1076 515.4915	1.881 0.174 -0.481
weapon_ttt_confgrenade	-1602.5770 517.3142 533.4072	-1.766 0.160 -0.839
weapon_ttt_confgrenade	-181.4099 -944.9028 643.5117	1.642 0.132 -0.419
weapon_ttt_confgrenade	1739.2679 446.0411 693.5133	1.798 0.256 1.542
weapon_ttt_confgrenade	993.9111 -1827.0726 774.4781	0.334 -1.551 1.648
