# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_prodigy
# Exported by: Bad King Urgrain
setting:	replacespawns 1
item_ammo_pistol_ttt	2420.6404 428.2039 -383.5029	-0.028 0.305 -0.019
item_ammo_pistol_ttt	2427.9424 427.6385 -383.5050	0.039 -0.080 0.012
item_ammo_pistol_ttt	2437.6421 428.1074 -383.5351	0.327 0.148 0.019
item_ammo_pistol_ttt	1913.5363 -1004.6843 -479.5575	1.579 -0.324 0.146
weapon_zm_revolver	-55.0109 377.1295 -294.1031	2.459 -20.340 -83.388
weapon_zm_revolver	2402.1775 -1529.1749 -158.0581	2.502 -31.068 -86.632
weapon_zm_revolver	2199.4529 -513.2755 -462.1090	2.464 -20.720 -83.256
weapon_zm_revolver	2947.4561 657.4536 -345.7468	2.473 -20.309 -83.043
weapon_zm_revolver	2486.0728 913.1798 -364.4395	2.769 -22.179 -85.087
weapon_zm_revolver	2486.3596 899.2521 -364.5293	2.442 -17.132 -83.799
weapon_zm_revolver	376.8369 75.2323 -255.2473	2.700 51.924 85.235
weapon_zm_revolver	361.1801 45.8749 -254.0498	3.194 -36.511 -83.167
ttt_random_weapon	1869.4961 617.8374 -382.7957	1.827 4.929 -92.708
ttt_random_weapon	3240.9531 526.3215 -382.8052	1.934 4.925 -92.462
ttt_random_weapon	2627.8420 -701.4093 -478.7740	1.583 4.918 -93.267
ttt_random_weapon	2124.2864 -806.9722 -478.7957	1.827 4.929 -92.708
ttt_random_weapon	224.8647 -441.3354 -207.7244	-0.163 2.827 -94.138
ttt_random_weapon	364.1696 -370.5016 -206.7847	1.703 4.926 -92.991
ttt_random_weapon	-41.9015 38.9821 -240.1953	-2.035 15.674 85.368
ttt_random_weapon	323.2353 817.2593 -294.7728	1.568 4.917 -93.301
ttt_random_weapon	128.1945 786.1124 -294.7991	1.865 4.929 -92.619
ttt_random_weapon	252.5183 438.0074 -294.8609	2.188 4.155 -92.605
ttt_random_weapon	536.0492 -916.2663 -398.8060	1.943 4.925 -92.441
ttt_random_weapon	1655.7632 -1282.9955 -478.7823	1.676 4.924 -93.053
item_ammo_smg1_ttt	-198.8166 -408.6872 -215.4723	-0.136 0.085 -0.153
item_ammo_smg1_ttt	-186.7134 -407.7383 -215.4604	0.107 0.222 0.233
item_ammo_smg1_ttt	806.8817 -1268.0051 -399.4560	0.029 5.216 0.151
item_ammo_smg1_ttt	2937.0210 -565.3471 -479.4461	0.096 12.421 -0.000
item_ammo_smg1_ttt	2908.1028 -614.1376 -473.9829	-88.577 -119.873 0.007
weapon_zm_shotgun	-59.2342 389.0756 -287.3496	-56.181 178.280 81.473
weapon_zm_shotgun	982.6122 -1117.9703 -392.1798	-49.066 -6.295 -79.508
weapon_zm_shotgun	2997.5432 -83.1440 -470.5682	-68.731 175.973 73.908
weapon_zm_shotgun	2479.5222 927.7833 -365.1945	-0.641 7.358 84.434
weapon_zm_shotgun	383.9833 -550.8731 -202.8817	-0.683 -65.809 85.515
weapon_zm_shotgun	2926.6694 -989.4929 -151.8906	-48.889 7.263 -95.715
weapon_ttt_m16	-59.1136 694.1173 -288.0132	-61.025 -173.447 91.605
weapon_ttt_m16	1110.9833 -1465.8168 -394.1962	-37.755 4.002 90.270
weapon_ttt_m16	2484.2126 940.5424 -365.2175	2.024 7.156 85.223
weapon_zm_molotov	2411.7693 -589.3627 -139.4887	0.311 0.002 0.004
weapon_zm_molotov	2912.3931 -1028.2219 -158.2645	36.859 60.860 -90.910
weapon_zm_molotov	2476.5820 916.4780 -361.8512	-1.746 0.262 3.266
weapon_zm_molotov	2881.7339 -591.0266 -478.4310	59.847 -3.523 89.726
weapon_zm_sledge	1828.6918 -1038.8389 -258.3570	12.636 -89.586 1.920
weapon_zm_sledge	2475.3533 950.3235 -362.0302	18.488 7.553 3.069
item_box_buckshot_ttt	-64.4187 404.0018 -295.5334	-0.338 -1.874 0.310
item_box_buckshot_ttt	-56.8418 412.4019 -295.5063	0.029 4.334 -0.299
item_box_buckshot_ttt	988.1937 -1132.4720 -399.5488	0.521 -0.007 0.412
item_box_buckshot_ttt	979.1815 -1133.2056 -399.5678	0.721 -0.006 0.594
item_box_buckshot_ttt	2939.8252 -1023.1099 -159.5718	-0.651 -0.007 0.583
item_box_buckshot_ttt	2937.9460 -1010.4119 -159.5722	0.025 0.023 0.022
item_box_buckshot_ttt	3005.1733 -61.4885 -479.5980	-0.855 -0.010 0.765
item_box_buckshot_ttt	2367.5308 440.9265 -383.4913	0.000 -13.460 0.046
item_box_buckshot_ttt	2363.7661 429.2969 -383.4942	-0.112 -0.717 0.004
item_box_buckshot_ttt	2357.5366 452.5714 -383.4886	-0.203 20.185 0.165
item_box_buckshot_ttt	2373.7363 452.6396 -383.5457	-0.464 -0.733 1.062
item_box_buckshot_ttt	414.3719 -566.0173 -207.5617	1.824 0.074 0.526
item_box_buckshot_ttt	410.0247 -555.9090 -207.5207	0.919 0.116 0.335
ttt_random_ammo	2101.6992 1005.7794 -383.5435	0.828 0.024 1.002
ttt_random_ammo	2131.1675 1002.0470 -383.6488	0.052 0.000 -0.011
ttt_random_ammo	2162.8376 1001.9316 -383.6255	0.121 0.000 0.085
ttt_random_ammo	2201.4312 1000.3303 -383.6309	0.091 0.000 0.045
ttt_random_ammo	1803.7988 389.6771 -383.6510	0.051 0.000 -0.014
ttt_random_ammo	1787.3602 416.9282 -383.6290	0.098 0.000 0.055
ttt_random_ammo	1816.8236 444.9800 -383.5433	0.783 0.023 0.944
ttt_random_ammo	1860.2040 437.6408 -383.5502	0.979 0.026 1.186
ttt_random_ammo	1845.6558 399.6451 -383.5690	1.386 0.032 1.679
ttt_random_ammo	1885.4003 382.4485 -383.5410	0.780 0.023 0.945
ttt_random_ammo	1902.0980 403.9121 -383.6097	0.465 0.003 0.510
ttt_random_ammo	1895.2274 424.3324 -383.5855	1.738 0.031 2.106
ttt_random_ammo	1761.3708 594.3836 -383.6799	0.047 0.000 -0.034
ttt_random_ammo	1794.6724 642.3239 -383.6624	0.047 0.000 -0.025
ttt_random_ammo	1828.8356 602.4561 -383.6190	0.192 0.001 0.174
ttt_random_ammo	1852.7538 635.0922 -383.5591	1.049 0.027 1.257
ttt_random_ammo	1892.8071 600.3303 -383.5696	1.332 0.032 1.607
ttt_random_ammo	1906.7520 635.4866 -383.6346	0.077 0.000 0.026
ttt_random_ammo	466.5833 -600.5997 -207.6425	0.059 -0.000 -0.001
ttt_random_ammo	469.9181 -624.1428 -207.6696	0.046 -0.000 0.029
ttt_random_ammo	437.7821 -606.7839 -207.6067	1.462 -0.025 -1.726
ttt_random_ammo	439.5641 -636.1474 -207.5646	1.219 -0.030 -1.472
ttt_random_ammo	293.8846 -639.4266 -207.6207	0.170 -0.001 -0.146
ttt_random_ammo	484.3083 -353.0541 -207.6799	0.047 0.000 -0.034
ttt_random_ammo	452.7440 -385.6508 -207.6365	0.072 0.000 0.019
ttt_random_ammo	434.1226 -367.3088 -207.6365	0.071 0.000 0.018
ttt_random_ammo	408.8085 -391.9125 -207.6467	0.055 0.000 -0.007
ttt_random_ammo	297.3836 -389.5786 -207.6445	0.057 -0.000 0.004
ttt_random_ammo	304.1448 -360.0858 -207.6327	0.083 -0.000 -0.035
ttt_random_ammo	17.8947 173.8702 -255.5839	1.682 0.035 2.035
ttt_random_ammo	39.9989 174.8700 -255.6696	0.046 0.000 -0.029
ttt_random_ammo	495.1944 26.1908 -255.6102	-0.284 -0.001 0.288
ttt_random_ammo	486.3040 47.4692 -255.6121	-0.251 -0.001 0.247
ttt_random_ammo	920.5552 -848.8412 -399.5456	-1.346 -0.033 1.632
ttt_random_ammo	934.3985 -868.0062 -399.6111	0.398 -0.002 -0.429
ttt_random_ammo	907.7361 -870.7897 -399.5440	-1.220 -0.030 1.474
ttt_random_ammo	857.1663 -1606.5695 -399.6772	0.047 -0.000 0.033
ttt_random_ammo	871.6571 -1602.3734 -399.6488	0.052 -0.000 0.011
ttt_random_ammo	1088.4608 -1582.5681 -399.4919	-1.565 0.044 1.897
ttt_random_ammo	1125.2448 -1583.0745 -399.5370	-0.966 0.110 1.400
ttt_random_ammo	1847.1925 -1312.8988 -479.6111	0.405 -0.002 -0.437
ttt_random_ammo	1826.2065 -1318.6056 -479.6239	0.133 -0.000 -0.100
ttt_random_ammo	1820.0520 -1348.5178 -479.6425	0.059 -0.000 -0.000
ttt_random_ammo	1875.5826 -1219.8768 -479.6146	0.275 0.001 0.278
ttt_random_ammo	1874.2750 -1293.5839 -479.5797	1.522 0.036 1.834
ttt_random_ammo	1872.6689 -1247.9945 -479.6050	1.430 0.024 1.686
ttt_random_ammo	2113.7712 -1394.1827 -479.6272	0.109 0.000 0.069
ttt_random_ammo	2121.5427 -1414.9346 -479.6445	0.057 0.000 -0.004
ttt_random_ammo	1889.3673 -882.0887 -479.6044	-0.410 -0.003 0.443
ttt_random_ammo	2143.9856 -833.3764 -479.6190	0.192 0.001 0.174
weapon_zm_mac10	-206.7334 -452.4875 -214.7181	-0.024 109.041 -87.139
weapon_zm_mac10	797.1158 -1290.0132 -398.6851	0.083 -18.166 -88.163
weapon_zm_mac10	2956.0310 -584.3533 -476.5253	-4.972 -8.672 -95.600
weapon_zm_mac10	814.2487 637.8175 -220.2479	-0.012 -43.596 -88.018
weapon_zm_mac10	399.6163 84.0393 -255.2697	-1.146 47.257 88.619
weapon_zm_mac10	379.7498 61.5890 -254.7635	-0.255 -39.114 -88.249
item_ammo_357_ttt	357.5164 -471.3428 -40.1513	5.858 0.588 3.207
item_ammo_357_ttt	365.3850 -474.4286 -41.1236	7.418 -0.508 2.228
item_ammo_357_ttt	1929.4618 176.9274 -287.6675	0.450 0.064 0.055
item_ammo_357_ttt	1946.4830 176.8373 -287.6464	0.454 0.059 0.047
item_ammo_357_ttt	2943.2478 -596.3948 -479.6347	0.457 0.058 0.042
item_ammo_357_ttt	2927.4717 -585.0618 -479.6555	0.453 0.062 0.050
item_ammo_357_ttt	1958.6292 -617.9081 -115.5639	0.970 -0.018 -0.829
item_ammo_357_ttt	1969.7169 -614.1619 -115.6285	0.458 0.057 0.040
item_ammo_revolver_ttt	-45.9694 399.7365 -295.5747	0.469 0.054 0.018
item_ammo_revolver_ttt	-43.6644 414.7429 -295.6761	0.449 0.068 0.058
item_ammo_revolver_ttt	2412.6357 -1512.7645 -159.5965	0.661 0.814 -0.027
item_ammo_revolver_ttt	2404.9885 -1514.2384 -159.5297	0.478 -1.190 0.000
item_ammo_revolver_ttt	2224.9641 -525.0676 -463.6654	0.451 0.065 0.054
item_ammo_revolver_ttt	2216.1174 -530.2863 -463.6363	0.457 0.058 0.042
item_ammo_revolver_ttt	2935.5503 673.4833 -347.2508	0.447 0.050 0.032
item_ammo_revolver_ttt	2275.1877 405.3735 -383.5403	0.270 -36.020 -0.000
item_ammo_revolver_ttt	2243.4761 421.3448 -380.6031	-89.860 -46.342 44.125
item_ammo_revolver_ttt	2266.3154 423.9356 -380.7264	88.668 -88.583 -2.797
item_ammo_revolver_ttt	2292.0376 404.0993 -378.9175	-0.056 21.052 -89.754
item_ammo_revolver_ttt	2286.5225 415.8565 -380.6727	89.266 35.794 -0.000
ttt_playerspawn	-40.3759 335.7248 -295.5781	-0.020 -0.000 0.020
ttt_playerspawn	-55.1764 739.8240 -295.5505	-0.012 -0.000 0.012
ttt_playerspawn	756.9020 588.4142 -255.6716	-0.010 -0.000 0.010
ttt_playerspawn	2449.6196 983.8769 -383.6447	-0.008 -0.000 0.008
ttt_playerspawn	2484.0217 836.2974 -383.6542	-0.009 -0.000 0.009
ttt_playerspawn	2413.3555 894.8367 -383.6272	-0.034 -0.000 0.034
ttt_playerspawn	3088.0024 -23.5123 -479.6212	0.012 -0.000 -0.012
ttt_playerspawn	2829.0479 -566.7244 -463.6617	0.016 0.000 0.016
ttt_playerspawn	2909.6409 -720.9594 -479.5887	-0.021 -0.000 0.021
ttt_playerspawn	2169.1907 -562.8927 -463.5805	-0.018 -0.000 0.018
ttt_playerspawn	1742.6899 -1090.9052 -287.6148	-0.029 -0.000 0.029
ttt_playerspawn	423.6229 -493.0483 -49.9108	2.836 0.271 -2.745
ttt_playerspawn	-129.6379 -354.8617 -208.0564	6.794 0.117 3.656
ttt_playerspawn	412.7336 104.7696 -255.5113	-0.004 0.034 -0.001
ttt_playerspawn	319.8195 71.4223 -255.5769	0.016 0.000 0.016
ttt_playerspawn	1942.1631 -995.4744 -479.6628	-0.009 -0.000 0.009
ttt_playerspawn	1973.1360 155.1580 -287.6024	-0.026 -0.000 0.026
ttt_playerspawn	1767.8037 -324.5185 -415.6081	0.006 0.000 0.006
ttt_playerspawn	189.8721 -709.0401 -210.7542	3.796 0.374 1.033
ttt_playerspawn	2995.3623 615.9112 -383.6235	-0.117 0.060 -0.004
weapon_zm_rifle	369.3400 -443.0129 -39.1220	6.421 135.543 64.887
weapon_zm_rifle	1951.3920 184.4324 -278.6280	3.255 -179.552 65.319
weapon_zm_rifle	2968.2422 -603.1702 -478.5974	3.240 -115.204 66.492
weapon_zm_rifle	1950.3291 -603.5275 -114.6385	3.302 12.032 65.162
weapon_ttt_smokegrenade	1499.2219 -1330.0590 -475.3750	1.667 -0.117 -1.715
weapon_ttt_smokegrenade	2481.1909 898.7689 -361.8170	-1.110 -6.988 1.940
weapon_ttt_smokegrenade	2912.0742 -547.5399 -478.1973	-78.189 119.427 -90.796
weapon_ttt_confgrenade	1941.5194 -616.6752 -112.4855	1.962 0.239 -0.822
weapon_ttt_confgrenade	2911.8108 -555.9875 -478.0091	-9.320 -116.271 -93.407
