# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_chateau
# Exported by: Bad King Urgrain
setting:	replacespawns 1
item_box_buckshot_ttt	1684.8134 -1267.5361 -39.7063	1.680 -0.483 -9.343
item_box_buckshot_ttt	1675.7101 -1244.0066 -45.3346	1.353 -0.279 -20.159
item_box_buckshot_ttt	1663.3826 -1255.6560 -40.7819	4.077 5.635 -20.179
item_box_buckshot_ttt	1528.7841 -666.5867 -141.5684	-0.694 -0.006 0.544
item_box_buckshot_ttt	1525.7766 -683.2241 -141.5790	0.186 -0.256 -0.531
item_box_buckshot_ttt	1508.8149 -675.3090 -141.6346	-0.099 0.068 -0.017
item_box_buckshot_ttt	1834.0702 -554.4677 -159.5214	0.909 -0.151 -1.590
item_box_buckshot_ttt	1812.3933 -588.0024 -159.0095	-1.730 0.209 -3.742
item_box_buckshot_ttt	1800.9104 -601.1526 -158.5422	-1.731 0.056 -3.736
item_box_buckshot_ttt	1626.9148 -621.4929 -159.5766	0.698 -0.003 0.614
item_box_buckshot_ttt	1642.7231 -591.1888 -159.5675	0.618 0.004 0.645
item_box_buckshot_ttt	1671.9921 -613.5641 -159.5983	-0.579 0.000 -0.224
item_box_buckshot_ttt	1209.3423 -968.4655 -109.5846	-0.637 0.113 -0.076
item_box_buckshot_ttt	1219.9427 -977.6052 -109.6130	0.191 0.171 0.447
item_box_buckshot_ttt	1223.2875 -963.3098 -109.6048	0.021 0.061 0.021
item_box_buckshot_ttt	1459.8512 -938.9508 -118.6171	0.458 -0.002 0.428
item_box_buckshot_ttt	1463.0547 -948.3414 -118.5455	1.416 0.143 0.416
item_box_buckshot_ttt	1449.3625 -949.4997 -118.6182	0.411 -0.105 -0.002
item_box_buckshot_ttt	-397.4988 586.9766 248.8686	-0.018 0.083 -0.365
ttt_random_ammo	743.1557 2808.8232 -7.5974	1.679 0.028 2.001
ttt_random_ammo	740.2388 2853.5549 -7.6826	0.046 0.000 -0.034
ttt_random_ammo	1723.4635 1862.0228 0.3810	0.186 0.001 0.167
ttt_random_ammo	1749.5568 2259.1677 0.3692	0.089 0.000 0.043
ttt_random_ammo	-233.8782 -102.8526 0.3534	0.055 -0.000 0.007
ttt_random_ammo	-229.8616 -122.7309 0.3907	0.555 -0.004 -0.620
ttt_random_ammo	-230.5245 -147.2501 0.3446	0.049 -0.000 0.019
ttt_random_ammo	-229.9272 -183.3424 0.3808	0.193 -0.001 -0.175
ttt_random_ammo	801.8318 2275.5896 0.3778	0.146 0.001 0.117
ttt_random_ammo	531.0627 1497.5441 0.3400	0.048 0.000 -0.023
ttt_random_ammo	523.1292 1525.2937 0.3376	0.047 0.000 -0.025
ttt_random_ammo	802.0024 1498.5767 0.3867	0.320 0.002 0.332
ttt_random_ammo	793.8572 1522.2617 0.3654	0.077 0.000 0.026
weapon_zm_mac10	1435.2094 1017.1904 30.8000	1.864 -69.792 -94.633
weapon_zm_mac10	1413.5302 998.5688 33.6175	5.661 -36.323 -93.020
weapon_zm_mac10	720.7143 2393.0339 41.8296	0.003 -55.890 -88.323
weapon_zm_mac10	1629.8762 317.2539 -166.9609	-11.927 60.220 93.172
item_ammo_357_ttt	1584.0509 1007.9683 248.8958	0.472 0.229 -0.366
item_ammo_357_ttt	1601.3662 1034.9044 248.7845	0.592 -0.139 0.473
item_ammo_357_ttt	1575.1381 1030.5316 208.3325	0.451 0.066 0.054
item_ammo_revolver_ttt	1398.6383 -1320.6715 -54.3184	-19.727 -1.147 -2.983
item_ammo_revolver_ttt	1373.5995 -1330.3726 -60.9227	-8.065 -1.587 -14.711
item_ammo_revolver_ttt	1398.3110 -1273.8473 -57.4238	-19.513 -1.151 -3.004
item_ammo_revolver_ttt	1359.8989 -1269.8484 -71.0619	-19.386 -4.567 -1.543
item_ammo_revolver_ttt	1387.9330 -1232.0615 -69.8224	-14.516 14.515 -21.052
item_ammo_revolver_ttt	1353.0891 -1233.8629 -81.3287	-13.858 15.342 -21.218
item_ammo_revolver_ttt	1378.0503 -1207.6830 -81.0775	-14.736 14.608 -21.033
item_ammo_revolver_ttt	1351.0911 -1201.5170 -90.8882	-10.785 4.892 -11.556
item_ammo_revolver_ttt	1369.5690 -1181.0315 -90.9802	-10.805 4.895 -11.554
item_ammo_revolver_ttt	-397.0785 551.6093 248.7466	0.761 0.185 -0.060
ttt_playerspawn	427.3589 909.9646 0.3978	-0.006 -0.000 0.006
ttt_playerspawn	498.2299 904.0797 0.3588	-0.020 0.000 -0.020
ttt_playerspawn	564.2616 937.5766 0.3626	0.008 0.000 0.008
ttt_playerspawn	499.9338 991.7545 0.4048	0.019 0.000 0.019
ttt_playerspawn	436.1794 988.8994 0.4177	0.010 -0.000 -0.010
ttt_playerspawn	529.3732 1064.3513 0.3561	0.032 0.000 0.032
ttt_playerspawn	435.9084 1089.9814 0.4212	0.018 0.000 0.018
ttt_playerspawn	517.8244 1164.6630 0.4343	0.015 0.000 0.015
ttt_playerspawn	424.0824 1223.7953 0.3422	-0.019 0.000 -0.019
ttt_playerspawn	592.1472 1266.4235 0.3774	0.026 0.000 0.026
ttt_playerspawn	615.4071 1173.7025 0.3926	0.024 0.000 0.024
ttt_playerspawn	625.1540 1019.9780 23.3836	19.060 2.218 90.049
ttt_playerspawn	690.1559 1254.7399 0.4443	-0.013 -0.000 0.013
ttt_playerspawn	822.0139 1262.5692 0.3299	0.020 -0.000 -0.020
ttt_playerspawn	825.4426 1186.2098 0.3473	0.018 -0.000 -0.018
ttt_playerspawn	841.5321 1136.3605 0.4565	0.048 -0.014 0.083
ttt_playerspawn	919.3855 1255.2478 0.3743	-0.030 -0.000 0.030
ttt_playerspawn	944.7835 1192.6613 0.3883	0.013 -0.000 -0.013
ttt_playerspawn	1021.9589 1141.2460 0.4339	-0.232 0.174 -0.362
ttt_playerspawn	1014.9875 1049.2272 0.4154	-0.019 -0.000 0.019
ttt_playerspawn	1032.4874 949.4536 0.3844	-0.029 -0.000 0.029
ttt_playerspawn	920.8193 954.3251 0.4069	-0.022 -0.000 0.022
ttt_playerspawn	740.5560 2549.4055 -7.5773	-0.003 -0.000 0.003
ttt_playerspawn	1666.1992 2608.9404 -7.5416	0.000 -0.000 -0.000
ttt_playerspawn	1299.0333 2828.8523 -7.6583	-0.008 -0.000 0.008
ttt_playerspawn	3001.7964 309.4104 -159.5780	-0.014 0.000 -0.014
ttt_playerspawn	2774.9814 113.1926 -159.6362	-0.022 -0.000 0.023
ttt_playerspawn	2726.3926 324.8434 -159.6010	0.014 -0.000 -0.014
ttt_playerspawn	283.8863 1217.1025 0.3742	-0.017 -0.000 0.017
ttt_playerspawn	1209.9677 1246.4948 0.3478	-0.023 -0.000 0.023
weapon_zm_rifle	870.5190 1151.1501 457.3862	3.306 12.052 65.461
weapon_zm_rifle	868.5316 1142.5958 457.3588	3.196 10.336 65.225
weapon_zm_rifle	866.9247 1133.2272 457.3693	3.218 10.451 65.334
weapon_zm_rifle	885.8362 1095.7168 405.8031	-0.779 8.410 47.332
weapon_ttt_smokegrenade	-252.2426 812.7590 212.5204	0.478 0.005 -0.186
weapon_ttt_smokegrenade	-255.2581 804.3133 212.5678	3.255 -0.145 -3.377
weapon_ttt_smokegrenade	-267.8557 805.3929 212.5249	0.621 0.008 -0.353
weapon_ttt_confgrenade	1861.4357 -642.5276 -152.4133	-21.076 31.388 -109.756
weapon_ttt_confgrenade	1856.3521 -652.2971 -151.6945	-50.673 -102.997 103.484
