# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_piranesi
# Exported by: Bad King Urgrain
setting:	replacespawns 1
ttt_playerspawn	515.4993 345.9584 512.3572	-0.024 -0.000 0.024
ttt_playerspawn	1514.9573 85.7047 368.4679	-0.004 0.000 -0.004
ttt_playerspawn	830.2777 232.2997 368.3708	-0.014 -0.000 0.014
ttt_playerspawn	-278.7742 -744.2426 96.3488	-0.026 -0.000 0.026
ttt_playerspawn	290.1156 577.4543 256.4097	-0.020 -0.000 0.020
ttt_playerspawn	-1652.1510 -322.6458 160.3712	0.022 0.000 0.022
ttt_playerspawn	-2693.5579 120.6498 152.4723	-0.088 18.111 -0.000
ttt_playerspawn	-2383.3677 364.3294 152.3864	-0.018 -0.000 0.018
ttt_playerspawn	-2673.3274 265.4517 152.4016	-0.017 -0.000 0.017
ttt_playerspawn	-1740.2510 2539.1409 224.4212	-0.015 -0.000 0.015
ttt_playerspawn	320.1545 471.0533 512.3837	-0.025 -0.000 0.025
ttt_playerspawn	-116.6136 463.9929 512.3692	-0.023 -0.000 0.023
ttt_playerspawn	-1116.5802 387.9820 448.4277	-0.014 -0.000 0.014
ttt_playerspawn	-975.5598 2143.6687 144.3974	-0.017 -0.000 0.017
ttt_playerspawn	-1074.3341 2202.0696 144.3726	-0.027 -0.000 0.027
ttt_playerspawn	-704.1081 1574.1744 352.3582	0.017 0.014 -0.025
weapon_zm_rifle	-1616.5000 2602.7068 249.3553	3.269 170.447 65.074
weapon_zm_rifle	-725.3610 1506.8691 353.3542	3.238 5.302 65.103
weapon_zm_rifle	-2590.2810 242.6616 153.4011	3.226 -106.955 66.646
weapon_zm_rifle	721.7679 220.6431 385.3952	3.498 -141.608 65.280
weapon_zm_rifle	489.1002 308.9211 529.3761	3.610 -67.976 65.470
weapon_zm_rifle	-1198.6243 301.2792 473.3333	2.927 -9.187 65.272
weapon_ttt_smokegrenade	147.8752 151.1977 260.5349	1.401 0.011 -1.211
weapon_ttt_smokegrenade	146.7236 163.3078 260.5256	0.632 0.009 -0.347
weapon_ttt_smokegrenade	157.9541 185.9122 -62.3639	-11.026 174.794 90.021
weapon_ttt_smokegrenade	-597.0888 2390.9988 148.5647	3.382 -0.130 -3.502
weapon_ttt_confgrenade	25.5648 87.4904 531.5727	0.910 0.134 -0.233
