# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_cbble
# Exported by: Bad King Urgrain
setting:	replacespawns 1
weapon_zm_revolver	-2973.0278 -711.7163 97.8766	2.099 153.741 -84.490
ttt_random_weapon	-1368.9491 -1369.7428 172.9838	1.901 3.838 -92.537
ttt_random_weapon	-1945.2343 -1991.0333 7.6666	2.159 2.400 -92.141
ttt_random_weapon	-1957.6459 -1487.0226 17.3664	2.134 3.052 -92.191
ttt_random_weapon	-1959.5084 -1277.7288 43.4365	1.784 1.848 -92.806
ttt_random_weapon	-1954.8741 -361.4154 10.7744	1.900 10.748 -94.204
ttt_random_weapon	-3033.2542 -1043.5247 52.4370	8.198 -12.461 -87.745
ttt_random_weapon	-2581.1521 -2115.4695 49.2087	1.777 4.928 -92.822
ttt_random_weapon	-3181.6216 -658.5201 1.2316	1.518 4.755 -93.415
ttt_random_weapon	-3118.6697 537.5569 1.2006	1.868 4.779 -92.613
ttt_random_weapon	-2948.9375 540.5438 1.1992	1.885 4.781 -92.575
ttt_random_weapon	-2796.1240 1539.2994 1.2093	1.770 4.927 -92.837
ttt_random_weapon	-2475.9155 2544.5725 33.2003	1.842 5.713 -92.793
ttt_random_weapon	-1165.7081 2611.6953 321.2244	1.600 4.987 -93.227
ttt_random_weapon	417.4875 2719.0486 9.2034	1.837 4.377 -92.683
ttt_random_weapon	-511.3185 415.4911 1.2274	1.566 4.758 -93.306
ttt_random_weapon	-991.6677 309.9067 1.2085	1.779 4.773 -92.817
ttt_random_weapon	-287.6757 -42.5703 1.2172	1.681 4.924 -93.041
ttt_random_weapon	558.0079 -380.5211 1.2050	1.819 4.928 -92.725
ttt_random_weapon	897.4614 -1491.7915 -108.3710	6.522 2.382 -99.761
item_ammo_smg1_ttt	906.9897 -1573.3180 0.4750	0.565 -0.014 0.256
item_ammo_smg1_ttt	991.8359 -1574.3564 0.4042	0.189 -0.005 0.115
item_ammo_smg1_ttt	1080.2401 -1575.4983 0.4223	0.477 -0.004 0.308
item_ammo_smg1_ttt	467.9562 -1342.4745 -119.6455	-0.733 -6.090 -7.220
item_ammo_smg1_ttt	-2119.9373 1545.1094 10.8750	-0.353 -0.054 0.197
item_ammo_smg1_ttt	-2100.7617 1561.1669 10.8949	0.291 -0.422 0.134
item_ammo_smg1_ttt	485.4439 2484.9583 -255.5120	-0.167 0.041 -0.145
item_ammo_smg1_ttt	525.6965 2440.2444 -255.5012	-0.851 0.013 -0.637
weapon_zm_shotgun	-3388.9304 534.0807 7.2889	-39.707 40.990 95.321
weapon_zm_shotgun	1492.4644 -1712.8831 7.4245	-43.008 -9.015 -92.665
weapon_zm_shotgun	1494.0046 -1689.8210 7.3509	-44.498 -6.905 -81.074
weapon_zm_shotgun	1496.3794 -1666.8567 7.8135	-48.292 3.320 79.472
weapon_zm_shotgun	-1977.7255 1010.9494 1.2188	-0.521 90.831 -90.311
weapon_zm_shotgun	-1251.2611 -1025.9385 128.9593	-0.628 -44.447 -83.485
weapon_zm_shotgun	-2451.0288 2568.2271 33.2593	-0.768 -9.012 -92.669
weapon_zm_shotgun	-567.7335 2906.0005 65.0434	-0.953 -9.781 -88.983
weapon_ttt_m16	-2542.4998 1127.6427 8.0237	-61.153 26.299 90.631
weapon_ttt_m16	-2546.5095 1072.9088 7.2744	-51.801 3.418 90.707
weapon_ttt_m16	-2548.5996 1025.3832 6.7893	-46.741 16.499 89.753
weapon_ttt_m16	1431.1378 -1392.5166 22.5897	46.303 -7.037 -100.055
weapon_ttt_m16	-895.0130 2435.8672 -254.7814	2.126 77.468 85.057
weapon_zm_molotov	-825.0812 331.4533 4.4978	0.242 0.002 0.118
weapon_zm_molotov	-832.8623 343.7781 4.5083	0.295 0.002 0.038
weapon_zm_molotov	-815.5455 339.2375 4.5057	0.277 0.003 0.064
weapon_zm_molotov	-537.9305 122.0185 68.5138	0.341 0.002 -0.034
weapon_zm_molotov	-535.3787 72.2133 68.6063	2.207 -0.126 -2.289
weapon_zm_molotov	-1300.9426 2639.3738 132.6156	1.921 -0.121 -1.984
weapon_zm_sledge	-3147.9622 -185.2267 28.3788	18.413 -78.433 2.918
weapon_zm_sledge	-673.6527 -705.8809 -118.2065	1.360 27.325 96.025
weapon_zm_sledge	-1264.7167 2243.0513 173.4356	18.665 -178.673 2.766
weapon_zm_sledge	-1265.9595 2377.7261 173.4044	18.555 -150.242 2.291
item_box_buckshot_ttt	-1142.1263 2530.9780 152.4028	-0.996 -0.009 0.838
item_box_buckshot_ttt	-1144.9799 2512.9951 152.4465	0.515 -0.008 0.450
item_box_buckshot_ttt	-1144.4354 2500.0212 152.4018	0.863 -0.006 0.755
item_box_buckshot_ttt	1523.8602 -1735.2993 24.3746	-0.726 0.003 -0.525
item_box_buckshot_ttt	1524.6698 -1701.5265 24.4339	-0.690 -0.005 0.582
item_box_buckshot_ttt	1480.7798 -1653.2502 0.4027	-0.856 -0.010 0.764
item_box_buckshot_ttt	1484.6682 -1677.7900 0.3791	0.123 0.003 -0.013
item_box_buckshot_ttt	-2594.4846 1904.8329 32.4187	-0.721 -0.004 0.645
item_box_buckshot_ttt	-2607.5830 1902.2412 32.3824	-0.431 0.000 0.435
item_box_buckshot_ttt	-2624.2634 1898.6354 32.3742	0.751 -0.022 -0.519
item_box_buckshot_ttt	-2122.0459 2008.9036 97.4244	-0.692 -0.007 0.615
item_box_buckshot_ttt	-2092.9526 2008.9279 97.3350	0.388 0.004 -0.303
item_box_buckshot_ttt	-2054.8044 2009.3264 97.3473	0.714 0.003 -0.570
item_box_buckshot_ttt	-2017.6987 2009.7085 97.4301	-0.642 -0.007 0.573
item_box_buckshot_ttt	-1989.1991 2009.9974 97.3802	-0.039 0.002 0.117
item_box_buckshot_ttt	-1992.5492 2033.4279 97.3380	0.450 0.004 -0.353
item_box_buckshot_ttt	-2021.3052 2033.3273 97.3743	0.752 -0.022 -0.519
item_box_buckshot_ttt	-2063.7683 2033.2462 97.3542	-0.144 -0.038 0.035
item_box_buckshot_ttt	-2097.5012 2033.1102 97.3896	-0.995 0.018 0.882
item_box_buckshot_ttt	-2124.4490 2033.0490 97.4116	-0.793 -0.006 0.704
item_box_buckshot_ttt	-2125.5833 1989.6161 97.4106	-0.989 0.002 0.791
item_box_buckshot_ttt	-2083.0901 1990.6989 97.3848	-0.998 -0.010 0.895
item_box_buckshot_ttt	-2049.1025 1991.5830 97.4269	-0.673 -0.006 0.598
item_box_buckshot_ttt	-2005.0870 1992.7201 97.4333	-0.623 -0.007 0.553
ttt_random_ammo	-1007.4012 -13.9154 40.9236	0.110 -0.569 -0.002
ttt_random_ammo	-954.0538 358.0660 41.3580	-0.051 -0.000 -0.013
ttt_random_ammo	-933.5011 358.1206 41.3394	0.045 0.000 -0.031
ttt_random_ammo	-2480.9111 -1618.3977 0.3595	0.063 0.000 0.006
ttt_random_ammo	-2067.4346 -1348.5249 0.3923	0.712 -0.007 -0.812
ttt_random_ammo	-1934.7622 -1340.0566 0.3940	0.773 0.008 0.889
ttt_random_ammo	-1964.9508 -1325.2557 0.3595	0.060 0.000 0.005
ttt_random_ammo	-1981.8696 -1310.8577 0.3854	0.266 0.001 0.268
ttt_random_ammo	-1966.4344 -1294.4678 0.3794	0.161 0.001 0.137
ttt_random_ammo	-1942.0225 -1290.6699 0.3554	0.055 0.000 -0.004
ttt_random_ammo	-1959.6272 -1277.5909 0.3635	0.071 0.000 0.018
ttt_random_ammo	-1979.0309 -1275.7875 0.3615	0.067 0.000 0.011
ttt_random_ammo	-3141.8931 -217.5343 0.3673	0.082 0.000 0.033
ttt_random_ammo	-3140.8350 -196.1992 0.3400	0.047 0.000 -0.023
ttt_random_ammo	-3139.7402 -174.1353 0.3376	0.046 0.000 -0.025
ttt_random_ammo	-3434.9819 263.7164 48.3615	0.067 -0.000 -0.012
ttt_random_ammo	-3436.7664 288.3311 48.3476	-0.050 -0.000 -0.017
ttt_random_ammo	-3435.5469 316.5905 48.3575	0.060 -0.000 -0.001
ttt_random_ammo	-3433.3608 336.9663 48.3646	-0.073 -0.000 0.020
ttt_random_ammo	-2940.0193 348.1082 40.8986	-0.388 -0.268 0.486
ttt_random_ammo	-2964.9983 333.3583 0.3174	0.047 0.000 -0.035
ttt_random_ammo	-2930.9370 372.8013 0.3673	0.081 0.000 0.033
ttt_random_ammo	-2638.0562 648.9765 40.7851	0.095 -0.396 0.392
ttt_random_ammo	-2653.0396 702.3137 0.3725	-0.098 0.000 -0.055
ttt_random_ammo	-2663.0212 674.6186 0.3148	0.047 -0.000 0.036
ttt_random_ammo	-2657.9968 630.7579 0.3554	0.056 -0.000 0.004
ttt_random_ammo	432.4391 2772.7332 14.0985	-0.095 0.279 7.562
ttt_random_ammo	471.2704 2746.5732 10.0762	-0.092 0.278 7.616
ttt_random_ammo	-517.0901 536.9311 0.3666	-0.076 -0.000 0.026
weapon_zm_mac10	932.9633 -1549.8711 33.2602	-0.609 -9.509 -88.786
weapon_zm_mac10	1027.4932 -1549.3151 33.2672	-0.227 -8.218 -89.000
weapon_zm_mac10	-1691.7729 2563.7620 33.3278	0.101 33.915 -88.791
weapon_zm_mac10	394.8605 -1343.6846 -117.8018	-3.194 -35.472 -96.544
item_ammo_357_ttt	-1284.2372 2625.5879 168.7931	1.007 -0.296 0.006
item_ammo_357_ttt	-1312.8776 2656.8865 168.8074	0.162 0.118 -0.062
item_ammo_357_ttt	-915.8140 2241.9236 168.9099	0.487 0.083 -0.399
item_ammo_revolver_ttt	-926.7539 2131.5769 168.9390	0.154 -0.500 -0.016
item_ammo_revolver_ttt	-936.3143 2121.7212 168.8297	0.213 -0.088 -0.014
item_ammo_revolver_ttt	-934.3487 2150.5833 128.3519	0.455 0.062 0.047
item_ammo_revolver_ttt	-1234.0920 1416.2964 128.3194	0.448 0.072 0.061
item_ammo_revolver_ttt	-1201.6569 1427.2959 128.3621	0.456 0.058 0.043
item_ammo_revolver_ttt	-1196.5668 1448.5809 128.3621	0.456 0.058 0.043
item_ammo_revolver_ttt	-2551.5537 849.4055 0.3637	0.457 0.058 0.043
item_ammo_revolver_ttt	-2543.9763 877.4459 0.3386	0.452 0.065 0.053
item_ammo_revolver_ttt	-2547.6416 907.2984 0.3406	0.452 0.065 0.052
item_ammo_revolver_ttt	484.7737 2457.9817 -255.6806	0.448 0.073 0.060
item_ammo_revolver_ttt	508.9991 2435.3889 -255.6696	0.450 0.068 0.056
item_ammo_revolver_ttt	-1202.6106 -806.7631 -127.6829	0.447 0.073 0.061
ttt_playerspawn	-2367.1294 -2146.2156 0.3887	-0.028 -0.000 0.028
ttt_playerspawn	-1983.4987 -1581.9005 0.3836	0.003 -0.000 -0.003
ttt_playerspawn	-2943.6011 -1014.7771 5.0935	5.861 2.024 2.739
ttt_playerspawn	-3006.7019 -422.6288 4.0974	-2.974 0.989 -0.162
ttt_playerspawn	-1529.9769 -1315.5247 0.3433	0.007 -0.000 -0.007
ttt_playerspawn	-1686.5618 -1333.7279 0.4046	-0.005 -0.000 0.005
ttt_playerspawn	-1616.2943 -847.4810 0.4424	-0.011 -0.000 0.011
ttt_playerspawn	-1756.0089 -852.9657 0.3651	-0.036 -0.000 0.036
ttt_playerspawn	-3395.3340 -131.7572 0.3749	0.017 0.000 0.017
ttt_playerspawn	-3199.5313 -86.7789 0.4283	0.003 -0.000 -0.003
ttt_playerspawn	-3190.2820 51.7929 0.3611	-0.016 -0.000 0.016
ttt_playerspawn	-63.9983 743.1490 6.1868	2.071 -0.282 -3.585
ttt_playerspawn	-227.4978 770.1722 6.0688	-2.117 -0.089 -0.003
ttt_playerspawn	-186.4431 1045.5878 5.4429	-0.024 -0.361 -3.754
ttt_playerspawn	-193.2307 1193.5983 0.3498	-0.030 -0.000 0.030
ttt_playerspawn	418.4302 1080.2585 3.6437	-0.150 -0.566 -5.491
ttt_playerspawn	437.3514 1177.0612 0.4260	-0.018 -0.000 0.018
ttt_playerspawn	391.1509 1311.6768 0.3335	-0.009 -0.000 0.009
ttt_playerspawn	387.8230 1423.4146 0.3550	-0.008 -0.000 0.008
ttt_playerspawn	401.2072 1522.9865 0.4634	0.065 0.097 0.070
ttt_playerspawn	409.4763 1627.8884 0.4430	0.006 -0.000 -0.006
ttt_playerspawn	412.0813 1735.2626 0.3601	-0.031 -0.000 0.031
ttt_playerspawn	410.7595 1859.8748 0.3819	-0.028 -0.000 0.028
ttt_playerspawn	402.3333 1968.2981 0.4234	-0.020 -0.000 0.020
ttt_playerspawn	-88.6639 1973.8717 0.3719	0.015 -0.000 -0.015
ttt_playerspawn	-87.1386 1880.1212 0.4039	-0.025 -0.000 0.025
ttt_playerspawn	-85.5393 1782.6322 0.4007	-0.027 -0.000 0.027
ttt_playerspawn	-21.4208 2012.7306 0.4127	0.008 -0.000 -0.008
ttt_playerspawn	48.9160 2009.7932 0.4213	-0.018 -0.000 0.018
ttt_playerspawn	143.8006 2004.8281 0.3900	0.013 -0.000 -0.013
ttt_playerspawn	236.0436 1999.9919 0.4740	-0.002 0.000 0.001
weapon_zm_rifle	-1305.7809 2610.1523 362.4146	3.554 -80.401 65.504
weapon_ttt_smokegrenade	-873.1879 26.1652 52.5908	2.642 -0.129 -2.742
weapon_ttt_smokegrenade	-880.8229 25.5896 52.5950	2.465 -0.127 -2.547
weapon_ttt_smokegrenade	-1123.6274 2586.6653 324.6483	-3.705 -1.423 -0.365
weapon_ttt_confgrenade	-893.4075 20.5746 51.5047	1.905 0.278 1.653
weapon_ttt_confgrenade	-899.0959 20.2752 49.9621	-10.226 -16.747 97.244
weapon_ttt_confgrenade	-897.8943 25.7919 50.1009	85.005 -178.177 -132.226
weapon_ttt_confgrenade	-2051.5076 -2076.8826 42.5858	36.387 14.446 97.321
weapon_ttt_confgrenade	-2044.4744 -2084.0266 42.5240	-12.805 -5.894 -93.578
weapon_ttt_confgrenade	-2039.8545 -2074.5105 44.0322	0.325 -0.610 -1.371
