# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_aztec
# Exported by: Bad King Urgrain
setting:	replacespawns 1
item_ammo_pistol_ttt	-1663.1364 1185.5298 -206.8342	-78.443 -140.756 151.837
item_ammo_pistol_ttt	-1671.1248 1226.6552 -204.2767	-31.933 -3.230 8.693
item_ammo_pistol_ttt	-1681.9066 1237.4060 -205.0442	-5.206 0.952 9.380
item_ammo_pistol_ttt	-1121.9963 462.6458 -191.5712	-0.061 -0.020 -0.018
item_ammo_pistol_ttt	-1121.5100 489.9576 -191.6501	-0.130 -0.019 -0.039
item_ammo_pistol_ttt	-1141.1538 476.9210 -191.5988	-0.085 -0.020 -0.026
item_ammo_pistol_ttt	-1383.3209 829.4067 -191.6393	-0.121 -0.019 -0.037
item_ammo_pistol_ttt	-1354.7852 856.2602 -191.6618	-0.140 -0.019 -0.043
item_ammo_pistol_ttt	-1350.7019 825.5089 -191.6130	-0.098 -0.020 -0.030
item_ammo_pistol_ttt	190.4984 676.6990 -127.5327	0.019 0.060 -0.070
item_ammo_pistol_ttt	191.9089 696.0841 -118.7517	-0.373 20.261 -87.637
item_ammo_pistol_ttt	182.2688 697.0296 -127.5721	-1.521 0.271 -0.181
item_ammo_pistol_ttt	38.2153 864.8325 -191.6667	-0.145 -0.018 -0.044
weapon_zm_revolver	135.6272 -876.8530 -190.1913	1.141 -31.147 -86.988
weapon_zm_revolver	-729.6863 -716.2166 -506.6137	5.048 -23.925 -80.051
weapon_zm_revolver	-722.9600 -752.5594 -506.5532	0.121 -20.664 -87.217
weapon_zm_revolver	1112.2288 13.9749 -90.0864	2.549 -20.528 -83.591
weapon_zm_revolver	2094.6279 451.7254 -483.1294	-18.997 -25.969 -83.708
weapon_zm_revolver	514.2988 -259.7715 -222.0609	2.739 -20.108 -83.760
ttt_random_weapon	-3037.7017 -14.2524 -305.2189	9.517 2.456 -87.935
ttt_random_weapon	-2872.9463 567.7255 -314.4142	4.770 4.003 -92.366
ttt_random_weapon	-2265.6968 873.1123 -318.8069	1.952 4.926 -92.420
ttt_random_weapon	-1871.1730 241.4067 -226.2902	3.774 2.529 -93.511
ttt_random_weapon	-2020.9742 -377.5579 -206.7688	1.523 4.913 -93.404
ttt_random_weapon	-931.4982 -59.9956 -207.1725	-4.378 -11.659 91.664
ttt_random_weapon	-221.5380 -280.0963 -210.3522	-0.471 7.021 -84.774
ttt_random_weapon	456.1145 -258.6781 -222.7917	1.779 4.709 -92.817
ttt_random_weapon	-932.4119 -1631.0570 -214.2284	1.923 8.341 -92.494
ttt_random_weapon	-1973.3824 -1002.1845 -222.7838	1.692 4.925 -93.016
ttt_random_weapon	-2568.6663 -796.5759 -223.9436	2.117 3.020 -90.433
ttt_random_weapon	-1340.4781 626.7437 -185.1578	1.770 5.147 -92.837
ttt_random_weapon	126.9749 873.8162 -190.7950	1.819 4.928 -92.725
ttt_random_weapon	1636.1597 -393.6295 -185.0369	-5.933 -12.855 86.665
ttt_random_weapon	2951.4707 216.8147 -179.2212	1.882 3.165 -92.582
ttt_random_weapon	2031.9323 505.0406 -487.0536	-1.737 3.149 -96.815
ttt_random_weapon	68.4278 -185.1168 -502.4537	-3.521 -13.604 -90.398
ttt_random_weapon	-671.9688 -269.2536 -500.0555	13.540 4.861 -95.844
item_ammo_smg1_ttt	2359.8208 672.7312 -498.6244	-2.871 -1.100 -10.945
item_ammo_smg1_ttt	2359.1824 686.8986 -490.9418	-12.671 -20.364 -91.377
item_ammo_smg1_ttt	1564.4667 705.3257 -531.8613	0.101 -0.058 2.425
item_ammo_smg1_ttt	1353.8376 715.0358 -533.8257	5.446 0.250 3.025
item_ammo_smg1_ttt	1140.0026 684.9713 -527.1022	-72.723 -102.894 174.309
item_ammo_smg1_ttt	1260.1526 761.0847 -528.5389	88.527 -67.102 -112.223
item_ammo_smg1_ttt	861.5651 629.2226 -527.4063	-74.328 -150.418 175.102
item_ammo_smg1_ttt	-2448.8157 569.8058 -311.5738	-8.948 -3.128 8.221
item_ammo_smg1_ttt	-2473.9504 589.7872 -312.7000	-8.840 -3.068 8.252
item_ammo_smg1_ttt	-3025.8923 491.8438 -300.8802	6.714 -0.029 6.016
item_ammo_smg1_ttt	-3019.9800 462.0068 -302.6906	6.725 0.135 0.746
item_ammo_smg1_ttt	-2467.1287 294.8038 -314.2316	-7.500 0.873 0.532
item_ammo_smg1_ttt	-2464.1245 243.2508 -314.1856	-7.478 0.155 -0.690
item_ammo_smg1_ttt	-2458.5857 223.1939 -313.3006	-7.920 2.331 -0.701
weapon_zm_shotgun	133.1992 -855.0413 -190.7553	-0.899 2.024 86.087
weapon_zm_shotgun	-1568.1853 -538.4730 -206.7404	-0.179 13.201 83.338
weapon_zm_shotgun	-1562.7144 -580.2570 -206.7290	-0.309 7.606 83.945
weapon_zm_shotgun	-2003.2894 204.7525 -206.7933	-0.182 11.842 85.479
weapon_zm_shotgun	467.8453 -1628.7733 -158.7361	-0.437 7.801 84.154
weapon_zm_shotgun	385.2293 -1642.3849 -157.6270	9.245 0.513 13.266
weapon_zm_shotgun	-810.8691 842.5227 -501.0730	12.179 131.212 -96.006
weapon_zm_shotgun	-2023.2096 -966.8419 -219.1470	8.843 -0.241 -89.019
weapon_zm_shotgun	519.6801 -300.0564 -46.7916	-1.074 1.149 86.492
weapon_ttt_m16	76.5008 -1574.0444 -191.0469	-0.300 -1.729 82.305
weapon_ttt_m16	3.0928 -1558.3994 -206.8472	1.926 5.804 84.698
weapon_ttt_m16	1421.3402 440.5981 -501.6296	0.521 -1.844 81.756
weapon_ttt_m16	240.4801 624.3704 -62.7940	2.080 24.763 85.743
weapon_zm_molotov	138.5105 -769.6310 -187.4812	0.436 0.004 -0.118
weapon_zm_molotov	89.4770 -132.6005 -502.5189	69.402 90.483 -153.178
weapon_zm_sledge	-697.6006 -1251.4827 -509.4600	31.454 -0.563 7.816
weapon_zm_sledge	-2047.6306 1253.2212 -155.5862	18.447 0.212 2.893
weapon_zm_sledge	-1679.6876 1039.7631 -93.0252	0.883 -99.204 88.438
item_box_buckshot_ttt	148.7424 -841.1603 -222.6390	2.391 3.616 -0.660
item_box_buckshot_ttt	156.0386 -816.3672 -216.4104	56.829 -173.276 172.123
item_box_buckshot_ttt	150.4025 -788.7512 -220.3719	2.382 19.725 4.507
item_box_buckshot_ttt	465.4832 -1643.5365 -159.5557	0.531 -0.007 0.464
item_box_buckshot_ttt	491.4495 -1617.7150 -159.5792	0.793 -0.003 0.599
item_box_buckshot_ttt	451.5805 -1612.0953 -159.5248	0.290 -0.010 0.254
item_box_buckshot_ttt	399.8669 -1660.2449 -159.6192	0.176 -0.001 0.206
item_box_buckshot_ttt	373.2567 -1671.0421 -159.5820	0.830 -0.009 0.635
item_box_buckshot_ttt	375.4019 -1649.0568 -159.5470	0.735 1.303 0.213
item_box_buckshot_ttt	-2493.1516 57.3849 -317.2652	-9.043 0.270 0.585
item_box_buckshot_ttt	-2517.4165 57.3221 -320.8479	-8.021 0.522 0.356
item_box_buckshot_ttt	-2531.6174 57.2841 -321.1701	1.400 0.001 0.262
item_box_buckshot_ttt	-2505.5442 73.0781 -319.0382	-8.952 0.273 0.523
item_box_buckshot_ttt	-2534.8442 77.7715 -320.9880	1.412 -0.010 0.254
item_box_buckshot_ttt	-2891.2356 -323.0750 -319.5831	-0.747 -0.006 0.666
item_box_buckshot_ttt	-2909.9766 -313.9381 -319.5689	-0.642 -0.007 0.570
item_box_buckshot_ttt	-2902.0105 -303.7557 -319.6029	-0.938 -0.004 0.830
item_box_buckshot_ttt	-2918.5020 -293.2631 -319.6651	0.384 0.004 -0.300
item_box_buckshot_ttt	-2900.4978 -280.4800 -319.5185	-0.244 -0.005 0.216
item_box_buckshot_ttt	-2611.7705 -316.4220 -319.6011	-0.923 -0.010 0.817
item_box_buckshot_ttt	-2597.5417 -320.5715 -319.5772	-0.755 -0.012 0.583
item_box_buckshot_ttt	-2597.2771 -293.9281 -319.5344	-0.361 -0.006 0.323
item_box_buckshot_ttt	-2602.1028 -283.5056 -319.5316	1.528 -0.068 -0.605
item_box_buckshot_ttt	-2602.0173 -268.5490 -319.6153	-0.998 -0.010 0.895
item_box_buckshot_ttt	-2960.9453 -1226.0895 -222.6323	0.406 -0.147 -1.295
item_box_buckshot_ttt	-2948.0349 -1217.1320 -222.9131	-0.120 -0.319 -1.308
item_box_buckshot_ttt	-2937.8459 -1234.5466 -222.4807	0.115 0.015 -1.702
item_box_buckshot_ttt	-2932.6831 -1215.3549 -222.9027	-0.082 -0.305 -1.287
item_box_buckshot_ttt	-2921.0051 -1230.2395 -222.5238	-0.037 -0.047 -1.783
item_box_buckshot_ttt	-2191.6274 -968.2385 0.3924	-0.345 0.000 0.047
item_box_buckshot_ttt	-2190.8044 -949.2649 0.4048	-0.111 -0.016 0.035
item_box_buckshot_ttt	-2190.1250 -931.9821 0.4082	-0.148 -0.008 -0.012
item_box_buckshot_ttt	-2190.4055 -917.7682 0.4491	-0.050 -0.028 0.022
item_box_buckshot_ttt	-2189.9001 -907.0722 0.3820	-0.146 -0.014 -0.019
item_box_buckshot_ttt	-2189.9861 -896.5483 0.3957	-0.142 -0.013 -0.016
item_box_buckshot_ttt	-2187.9592 -880.3771 0.4246	-0.694 -0.007 0.616
item_box_buckshot_ttt	-2190.9072 -858.9390 0.3695	-0.141 -0.014 0.052
item_box_buckshot_ttt	-2189.1143 -843.7306 0.3995	-0.050 -0.034 -0.008
item_box_buckshot_ttt	-2190.1008 -831.4581 0.3775	-0.187 -0.008 -0.017
ttt_random_ammo	972.6768 617.4133 -529.5662	1.088 65.735 -79.661
ttt_random_ammo	926.2614 584.9073 -527.9532	-0.719 97.850 95.798
ttt_random_ammo	916.7610 633.8549 -527.4843	9.071 71.793 -95.982
ttt_random_ammo	676.3749 956.9612 -510.0639	-1.290 3.347 98.463
ttt_random_ammo	707.1122 943.3250 -522.5707	10.025 -0.177 113.890
ttt_random_ammo	678.4780 971.5447 -507.7942	0.970 -6.974 98.303
ttt_random_ammo	703.8226 952.3418 -516.9020	-20.752 31.575 120.234
ttt_random_ammo	1252.9972 990.1776 -509.2258	0.175 -0.166 -4.772
ttt_random_ammo	1240.1006 968.5365 -508.1457	-0.333 0.405 -3.114
ttt_random_ammo	1218.8663 971.8665 -509.0637	1.285 1.869 7.951
ttt_random_ammo	1223.8262 947.0056 -508.8991	-8.188 -1.999 -1.925
ttt_random_ammo	368.7521 552.2748 -504.7176	-6.185 1.782 -7.145
ttt_random_ammo	302.0008 546.5105 -507.5512	1.707 -2.857 -106.405
ttt_random_ammo	312.0016 574.1629 -513.5994	8.106 81.332 -105.757
ttt_random_ammo	387.4608 582.9545 -505.0558	1.278 -0.823 -3.378
ttt_random_ammo	409.5103 558.9897 -504.7194	1.931 -1.253 -4.319
ttt_random_ammo	136.6738 829.6317 -512.3104	10.074 0.838 108.019
ttt_random_ammo	73.0051 809.9536 -506.8913	6.556 6.545 107.412
ttt_random_ammo	-36.5671 844.7017 -499.8739	-1.344 -1.180 3.971
ttt_random_ammo	56.7905 840.8235 -499.0670	0.924 0.771 6.637
ttt_random_ammo	111.6358 828.6661 -507.0194	65.631 121.319 133.302
ttt_random_ammo	-730.0935 820.8320 -510.6936	75.949 148.846 166.232
ttt_random_ammo	-727.9606 850.2283 -511.8391	77.776 -145.639 -164.276
ttt_random_ammo	-711.0935 881.5781 -517.9048	10.860 -2.044 2.889
ttt_random_ammo	-689.5338 894.8265 -516.2827	5.270 11.033 99.092
ttt_random_ammo	-670.9597 893.8217 -516.2914	-7.099 -21.073 100.565
ttt_random_ammo	-75.4930 430.7875 -498.8027	-72.093 -170.216 179.577
ttt_random_ammo	-95.2647 455.6816 -503.0831	-11.666 -25.416 107.850
ttt_random_ammo	-85.6588 488.3094 -502.0571	-5.582 10.353 -93.855
ttt_random_ammo	-93.4265 501.9543 -505.2505	1.483 0.262 -0.293
ttt_random_ammo	-120.1976 525.2635 -509.2127	5.781 10.111 -109.539
ttt_random_ammo	-708.5981 203.2307 -458.7745	74.848 -178.276 177.058
ttt_random_ammo	-696.1580 198.9726 -462.1161	74.639 -179.682 175.499
ttt_random_ammo	-702.6807 198.8599 -461.3048	52.556 5.527 2.426
ttt_random_ammo	-695.6009 183.8065 -462.2600	74.932 -179.257 175.823
ttt_random_ammo	-693.6592 193.3396 -462.7802	74.931 -179.246 175.833
ttt_random_ammo	-690.6205 213.6772 -463.5840	74.346 178.608 172.191
ttt_random_ammo	-694.6442 230.2140 -462.5135	74.904 -178.966 176.105
ttt_random_ammo	-670.8300 204.9212 -468.8877	74.332 178.701 172.017
ttt_random_ammo	-670.6918 218.2157 -468.9332	74.919 -179.123 175.952
ttt_random_ammo	-752.4334 52.1536 -510.9071	-1.566 -0.600 -0.946
ttt_random_ammo	-755.0403 18.9603 -509.4244	1.956 -17.181 -91.649
ttt_random_ammo	-750.9516 13.4800 -509.4337	5.470 -23.087 -95.505
ttt_random_ammo	-740.2768 17.5806 -513.3864	1.372 0.527 7.248
ttt_random_ammo	-733.6744 38.6973 -511.5768	1.317 0.805 5.225
ttt_random_ammo	-252.1602 -1132.1447 -504.0100	-11.614 -1.656 -0.938
ttt_random_ammo	-237.6918 -1108.0065 -503.0956	-2.292 -0.774 -99.043
ttt_random_ammo	-218.3228 -1098.5620 -506.6190	3.968 -2.441 -8.564
ttt_random_ammo	-187.9056 -1118.8862 -504.6827	78.746 -173.471 179.474
ttt_random_ammo	-207.2675 -1133.2302 -500.6411	78.572 -174.000 -177.224
ttt_random_ammo	-229.8798 -1110.6776 -502.3361	-2.192 -0.294 -99.024
ttt_random_ammo	-1554.5042 -614.3387 -207.6852	0.047 0.000 -0.036
ttt_random_ammo	-1592.4690 -606.8572 -207.6063	0.822 0.009 0.946
ttt_random_ammo	484.1085 895.0269 -191.6058	0.953 0.011 1.106
ttt_random_ammo	508.0607 854.5873 -191.6405	0.063 0.000 0.006
ttt_random_ammo	291.3662 603.4905 -191.6136	0.319 -0.002 -0.331
ttt_random_ammo	1575.6986 318.6259 -219.8106	1.654 0.055 -0.304
ttt_random_ammo	1585.2675 344.9157 -220.3382	0.823 -0.348 -2.021
ttt_random_ammo	1763.3971 358.0870 -224.6034	3.018 0.387 1.253
ttt_random_ammo	1762.0789 326.7904 -225.7347	1.521 0.338 0.676
weapon_zm_mac10	2559.3828 1364.5118 -382.7390	-0.150 -37.625 -88.542
weapon_zm_mac10	2453.6084 1318.3207 -382.7256	-0.101 -35.591 -88.621
weapon_zm_mac10	2376.6887 1287.6644 -382.7014	-0.090 -37.256 -88.806
weapon_zm_mac10	2330.3835 1328.5007 -382.7780	-0.391 -48.622 -88.365
weapon_zm_mac10	135.6699 441.2042 -94.8164	-0.590 -42.019 -87.532
item_ammo_357_ttt	1329.8870 368.5193 -15.5931	0.541 0.150 0.119
item_ammo_357_ttt	590.8372 434.0224 -15.6812	0.986 0.233 0.055
item_ammo_357_ttt	1778.3658 -142.0417 -79.5865	0.515 0.041 0.123
item_ammo_revolver_ttt	159.5311 -875.4131 -222.7058	-1.007 3.611 0.521
item_ammo_revolver_ttt	135.3247 -900.0297 -191.5811	0.024 -0.586 -0.096
item_ammo_revolver_ttt	145.1814 -900.3381 -220.2458	89.594 147.996 147.945
item_ammo_revolver_ttt	-748.6753 -1282.4163 -191.6109	0.462 0.055 0.032
item_ammo_revolver_ttt	-742.5363 -1272.0692 -191.5662	0.704 0.032 -0.672
item_ammo_revolver_ttt	-735.0731 -1284.2155 -191.6575	0.453 0.062 0.051
item_ammo_revolver_ttt	-727.9041 -1276.6974 -191.6429	0.455 0.060 0.045
item_ammo_revolver_ttt	-721.8019 -1287.0321 -191.5741	1.014 0.126 -1.004
item_ammo_revolver_ttt	-715.6012 -1277.4106 -191.5385	1.019 0.183 -0.509
item_ammo_revolver_ttt	-709.2545 -1286.9932 -191.5631	-0.180 -4.044 -0.000
item_ammo_revolver_ttt	-702.8544 -1281.2633 -191.5550	0.406 4.180 0.266
ttt_playerspawn	-1776.4113 1100.2211 -224.9604	7.662 -0.120 5.111
ttt_playerspawn	-1788.5735 941.0887 -225.5967	-2.551 12.424 3.997
ttt_playerspawn	-1897.7084 1107.6761 -220.9867	-1.715 0.395 6.799
ttt_playerspawn	-553.4010 -414.7554 -224.2223	1.437 -1.298 5.952
ttt_playerspawn	-377.0609 -343.1979 -223.7500	0.801 0.210 1.677
ttt_playerspawn	-215.7304 -436.0896 -225.1740	-5.695 -0.588 -4.682
ttt_playerspawn	-67.3158 -407.5697 -228.0641	1.777 0.679 -2.053
ttt_playerspawn	-484.7897 -1365.9414 -224.6357	0.448 -0.318 4.288
ttt_playerspawn	-400.7481 -1457.3767 -230.8939	-3.197 16.196 -2.867
ttt_playerspawn	-311.7969 -1526.9921 -225.1004	1.734 29.206 -0.913
ttt_playerspawn	-148.7242 -1393.3363 -221.9819	-1.352 3.889 -3.506
ttt_playerspawn	-126.0541 17.2469 -512.6091	-5.574 1.860 -0.551
ttt_playerspawn	-385.4771 10.8725 -519.5933	-1.470 -1.508 -2.265
ttt_playerspawn	-544.6322 110.6855 -531.8848	-4.379 0.838 -8.063
ttt_playerspawn	-722.5251 312.6743 -511.2382	13.540 -3.126 4.748
ttt_playerspawn	2307.1089 1323.8683 -382.1777	-0.456 0.010 3.997
ttt_playerspawn	2431.5852 1317.0082 -383.5052	-0.001 -0.011 0.016
ttt_playerspawn	2354.8398 1271.0413 -382.2478	-4.112 -0.553 -0.122
ttt_playerspawn	2532.6643 1365.0308 -383.5076	-0.001 0.023 0.012
ttt_playerspawn	2787.6396 -300.3191 -284.2216	-5.652 0.335 -5.512
ttt_playerspawn	2727.1375 -357.3185 -281.6376	-2.274 -10.512 -7.416
ttt_playerspawn	2740.9001 -266.1748 -290.0405	-1.605 -0.220 -3.144
ttt_playerspawn	2703.9111 -294.8080 -289.7912	-1.528 5.761 -4.879
ttt_playerspawn	673.1493 224.0280 -225.9360	0.853 -0.597 4.326
ttt_playerspawn	770.4078 211.3882 -226.1955	-3.241 1.699 4.422
ttt_playerspawn	739.8381 153.9413 -229.4940	-0.263 0.051 0.173
ttt_playerspawn	798.4920 136.3643 -228.0236	-0.878 0.553 -2.253
ttt_playerspawn	260.7086 -562.6259 -230.2236	1.293 -0.505 -2.173
ttt_playerspawn	376.3689 -779.3308 -221.5107	-0.291 -0.284 -1.062
ttt_playerspawn	387.9134 -698.8597 -222.1221	1.399 0.154 -0.092
weapon_zm_rifle	2176.2419 -148.8795 -78.5290	4.004 75.342 65.706
weapon_ttt_smokegrenade	141.1369 -820.1695 -187.4744	0.634 0.009 -0.349
weapon_ttt_confgrenade	136.4405 -810.9791 -188.5109	1.910 0.140 -0.488
weapon_ttt_confgrenade	138.0621 -795.3332 -188.4510	1.195 0.138 -0.305
