# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_tides
# Exported by: Bad King Urgrain
setting:	replacespawns 1
weapon_zm_revolver	2.7764 814.4286 -7.9730	7.510 59.311 -84.777
weapon_zm_revolver	-1150.5968 492.2999 5.9243	3.046 -84.987 85.154
weapon_zm_revolver	168.1792 -496.2868 34.1962	2.096 -20.664 -85.629
weapon_zm_revolver	962.1399 -1546.4984 -62.0973	2.491 -9.399 -83.451
weapon_zm_revolver	643.2855 -1635.7662 1.9416	2.713 -20.120 -83.859
weapon_zm_revolver	-227.9722 -1486.1725 17.9499	2.628 -20.154 -84.189
ttt_random_weapon	783.3678 808.9072 -65.5974	2.001 -46.657 -92.465
ttt_random_weapon	-1219.6563 153.3022 -1.2346	18.793 -19.887 85.959
ttt_random_weapon	-522.7554 25.1625 41.5344	1.955 5.372 -92.413
ttt_random_weapon	-25.5373 -1292.6744 29.5670	1.868 4.716 -92.613
ttt_random_weapon	-594.8997 963.3459 -51.7155	3.952 -37.466 82.913
ttt_random_weapon	-1116.7023 1215.2260 -71.2727	2.063 -8.407 83.531
ttt_random_weapon	-1407.2366 -1342.4851 -126.7990	1.834 5.712 -92.809
ttt_random_weapon	-902.3219 -1687.3708 -102.7921	1.786 4.709 -92.802
ttt_random_weapon	-457.6173 -917.2134 17.2067	1.800 4.711 -92.770
ttt_random_weapon	-1478.8103 -432.7993 -14.7884	1.745 4.927 -92.896
ttt_random_weapon	1055.5485 -1399.8608 -62.7902	1.765 4.546 -92.849
ttt_random_weapon	1333.8425 -1747.9935 1.1999	1.876 4.716 -92.595
ttt_random_weapon	726.7836 -1629.5499 1.1920	1.965 4.719 -92.391
ttt_random_weapon	-131.8200 -1769.9637 1.1977	1.901 4.718 -92.537
ttt_random_weapon	-387.8462 -1120.5001 1.2156	1.699 4.701 -93.000
ttt_random_weapon	-918.0707 -995.1377 1.1945	1.937 4.719 -92.456
ttt_random_weapon	-998.3643 -282.6618 -14.7734	1.575 4.917 -93.284
ttt_random_weapon	-1468.0890 -480.6115 -14.7838	1.692 4.925 -93.016
ttt_random_weapon	-723.3198 -30.6794 -126.8370	2.237 5.677 -91.980
ttt_random_weapon	-894.5462 629.0305 -94.7892	1.754 4.367 -92.875
ttt_random_weapon	404.8063 805.2588 -126.7906	1.745 5.717 -92.993
ttt_random_weapon	737.0484 420.2640 -126.7708	1.546 5.224 -93.351
item_ammo_smg1_ttt	179.1056 652.0616 -82.0388	-0.090 -90.466 169.047
item_ammo_smg1_ttt	-401.0232 666.1786 -74.6515	-75.765 22.437 -23.301
item_ammo_smg1_ttt	-1038.2935 485.1516 9.7357	0.000 46.584 -87.964
item_ammo_smg1_ttt	-1022.9472 310.4095 85.1964	-88.995 146.514 11.314
item_ammo_smg1_ttt	-1394.9618 -300.3896 -15.5483	-0.017 -91.590 0.008
item_ammo_smg1_ttt	-1398.1583 -300.3284 -1.7670	0.314 0.122 -0.171
item_ammo_smg1_ttt	949.4938 -1115.1309 -39.3621	-10.688 -0.041 2.122
item_ammo_smg1_ttt	972.4522 -1111.5367 -35.0864	-17.050 -17.535 22.753
item_ammo_smg1_ttt	-832.1174 -1686.0009 -103.5800	0.345 -0.003 0.195
item_ammo_smg1_ttt	-1269.3356 -1825.7975 0.5424	-0.574 -0.466 0.525
item_ammo_smg1_ttt	-1029.5822 -2005.9218 48.4946	-0.857 -0.019 -0.524
weapon_zm_shotgun	611.2700 576.7693 -126.7277	-0.323 161.441 84.011
weapon_zm_shotgun	-215.7812 1143.8257 -49.2672	-0.270 8.069 83.227
weapon_zm_shotgun	-1679.8058 819.8354 -36.0174	3.358 -55.971 -90.272
weapon_zm_shotgun	636.6961 -362.0599 0.9968	-0.000 20.065 -82.501
weapon_zm_shotgun	1091.9205 -1609.4235 1.2806	-0.605 7.188 84.987
weapon_zm_shotgun	-423.2129 -1241.7914 1.2671	-0.610 -0.811 87.186
weapon_ttt_m16	760.1754 145.3971 115.3988	5.234 -153.082 16.382
weapon_ttt_m16	361.7409 156.7867 12.5055	1.786 -12.343 85.293
weapon_ttt_m16	-788.0370 -1664.0529 1.1175	1.625 -128.499 85.566
weapon_zm_molotov	595.4610 577.8435 -107.8709	3.484 -0.110 -3.577
weapon_zm_molotov	-1261.7516 145.6753 -34.3260	-36.344 31.530 120.000
weapon_zm_molotov	-1447.4197 -340.7921 -11.4222	2.976 -0.135 -3.068
weapon_zm_molotov	-906.2414 -290.8354 -14.4139	26.043 158.427 89.993
weapon_zm_molotov	-1242.2096 -1805.0334 4.6295	-4.553 -1.513 5.710
weapon_zm_molotov	-1244.9436 -1803.2225 1.5662	36.351 0.451 89.862
weapon_zm_molotov	-1143.4198 -1220.7052 -110.2557	14.272 169.262 -90.000
weapon_zm_sledge	-1169.4685 1045.1614 -48.0933	18.934 0.424 3.184
weapon_zm_sledge	-1084.1141 -282.6328 48.2739	0.300 -82.736 88.511
weapon_zm_sledge	-1739.7072 -883.7276 -98.7575	27.310 2.526 4.057
item_box_buckshot_ttt	586.5536 441.1536 -111.9645	-0.403 44.134 -0.583
item_box_buckshot_ttt	588.7302 461.4131 -111.9430	-0.050 8.880 0.362
item_box_buckshot_ttt	592.0778 480.8338 -108.4203	89.649 57.977 133.349
item_box_buckshot_ttt	-189.3125 1123.8265 -91.9701	-7.710 44.488 1.274
item_box_buckshot_ttt	-156.8638 1173.5261 -90.6161	-12.100 4.217 -8.952
item_box_buckshot_ttt	-554.2971 904.8051 -89.8538	-0.032 38.883 -0.256
item_box_buckshot_ttt	-1683.1830 645.5005 -32.2049	7.308 -0.155 -0.073
item_box_buckshot_ttt	-1007.6948 331.2166 85.5830	-58.578 -172.119 179.629
item_box_buckshot_ttt	-1180.0287 -310.1649 9.4390	-3.716 0.149 -2.178
item_box_buckshot_ttt	-659.6877 -530.5172 -15.6227	0.959 -0.073 -0.578
item_box_buckshot_ttt	397.6656 -317.0290 0.4283	-0.662 -0.006 0.588
item_box_buckshot_ttt	390.4493 -337.1859 0.4447	-0.163 75.387 -0.158
item_box_buckshot_ttt	1369.5031 -1606.5282 0.3693	0.778 0.008 -0.542
item_box_buckshot_ttt	1354.4133 -1606.1597 0.4466	-0.520 -0.007 0.461
item_box_buckshot_ttt	1134.9055 -1606.1128 0.4129	-0.983 0.003 0.775
item_box_buckshot_ttt	940.7260 -1755.6376 44.8486	0.111 -0.064 -0.664
item_box_buckshot_ttt	-421.5041 -1225.0618 0.4728	-0.041 1.511 -0.615
item_box_buckshot_ttt	-404.8284 -1224.1455 0.4027	0.186 41.359 0.256
ttt_random_ammo	885.9365 83.9872 -109.0790	-76.799 153.269 -178.331
ttt_random_ammo	795.3085 821.6279 -37.3428	0.060 -98.230 0.005
ttt_random_ammo	750.5453 800.2485 -10.2387	0.390 -74.250 0.421
ttt_random_ammo	-1026.5841 1058.9044 8.4210	-7.919 -1.038 2.702
ttt_random_ammo	-921.3931 -211.8395 -71.1011	-6.501 -2.197 3.005
ttt_random_ammo	-914.3027 -226.3919 -45.2643	1.665 8.255 -5.558
ttt_random_ammo	706.8954 -532.0284 16.0308	0.063 10.097 0.006
ttt_random_ammo	-1670.0735 708.7303 -15.6467	0.055 0.000 -0.007
ttt_random_ammo	-1670.0076 763.3987 -15.6051	1.438 0.024 1.696
ttt_random_ammo	-1484.5177 411.7361 -50.6603	0.046 0.000 -0.028
ttt_random_ammo	-1456.3326 398.9445 -50.6468	-0.246 -0.092 -0.393
ttt_random_ammo	-1486.2972 444.2054 -50.6189	0.137 0.001 0.105
ttt_random_ammo	-1018.9550 386.9681 0.4463	1.022 -0.027 -1.237
ttt_random_ammo	-1502.4784 -1508.0648 -127.6425	0.057 -0.000 -0.000
ttt_random_ammo	-1535.1643 -1495.7097 -127.6722	0.045 -0.000 0.030
ttt_random_ammo	-1442.0549 -1507.5271 -127.5869	-0.146 -0.283 0.351
ttt_random_ammo	-1181.0300 -1127.9713 -103.6238	0.134 0.000 0.101
ttt_random_ammo	-1144.3419 -1134.6150 -103.5653	1.304 0.032 1.580
ttt_random_ammo	-1114.0984 -1135.6274 -103.6425	0.060 0.000 0.001
ttt_random_ammo	-437.5909 -1833.3627 0.3509	0.198 0.221 -0.236
ttt_random_ammo	-408.4233 -1782.5239 0.4254	1.417 -0.033 -1.710
ttt_random_ammo	-1249.7021 -1763.2682 0.3454	-0.049 -0.000 -0.019
ttt_random_ammo	-1224.1837 -1761.6658 0.3542	-0.055 -0.000 -0.008
ttt_random_ammo	-431.7944 -1012.7671 16.3353	0.047 -0.000 0.027
ttt_random_ammo	-435.4828 -993.1912 16.3377	0.047 -0.000 0.025
ttt_random_ammo	-426.3542 -971.6947 16.3446	0.049 -0.000 0.019
ttt_random_ammo	-433.3380 -944.5963 16.3934	1.278 -0.020 -1.501
ttt_random_ammo	-1233.1716 -532.0115 -15.5654	1.304 0.032 1.579
ttt_random_ammo	-1265.5372 -534.3991 -15.6133	0.317 0.002 0.329
ttt_random_ammo	-450.9315 29.5101 16.3917	-0.324 -0.002 0.337
ttt_random_ammo	-62.4857 26.9398 0.3923	0.719 -0.007 -0.820
ttt_random_ammo	-37.4997 23.0308 0.3175	0.047 -0.000 0.035
ttt_random_ammo	701.3165 -333.1494 0.3840	0.239 0.001 0.232
ttt_random_ammo	727.8958 -331.3532 0.3554	0.057 0.000 -0.004
ttt_random_ammo	335.0317 -833.5637 1.0382	-0.072 0.000 -0.020
ttt_random_ammo	640.5809 -1248.6044 -63.6446	0.057 -0.000 0.004
ttt_random_ammo	1110.7291 -1364.8396 -63.6777	0.047 0.000 -0.035
ttt_random_ammo	1081.4188 -1364.3751 -63.5982	0.018 -0.126 -0.117
ttt_random_ammo	1100.6310 -1445.1454 -63.6469	0.049 0.000 -0.016
ttt_random_ammo	1055.7712 -1445.9901 -63.5680	-0.000 0.121 -0.060
weapon_zm_mac10	235.4214 652.9072 -103.5441	8.713 -38.245 -95.120
weapon_zm_mac10	-1359.0380 -540.2943 -14.6691	0.006 -73.920 -88.510
weapon_zm_mac10	953.8314 -1146.3744 -44.9684	-17.174 48.613 92.769
weapon_zm_mac10	-1019.9164 -1984.3948 49.2861	-0.096 -35.712 -88.711
item_ammo_357_ttt	770.3741 305.9912 -125.6919	-6.917 -1.600 -0.033
item_ammo_357_ttt	389.8932 665.6251 -124.6218	89.482 173.966 133.423
item_ammo_357_ttt	-615.9152 936.5202 -90.1948	-1.000 -32.711 -1.124
item_ammo_357_ttt	-481.6177 958.8984 -90.3131	0.799 31.272 -0.954
item_ammo_357_ttt	-1322.0944 505.2124 -39.6811	-4.615 -2.123 -14.064
item_ammo_357_ttt	-1315.6252 508.0894 -39.4550	-3.221 -0.460 -19.347
item_ammo_357_ttt	-1075.5552 -398.5144 -134.6441	-25.775 -22.241 10.667
item_ammo_357_ttt	-1124.7893 -408.3822 -140.1326	7.160 0.732 8.824
item_ammo_357_ttt	-1099.0229 -398.4306 -142.1135	10.223 1.475 7.598
item_ammo_357_ttt	-1457.2832 -530.0157 -15.5504	0.608 -0.261 -0.383
item_ammo_357_ttt	-196.6543 -538.0316 0.4502	0.602 -0.273 -0.370
item_ammo_357_ttt	-200.7452 -326.3529 0.4324	1.080 -0.390 -0.961
item_ammo_357_ttt	667.0628 -1762.8663 44.8661	1.061 0.947 -0.408
item_ammo_357_ttt	-1550.5260 -1233.8909 -127.5802	1.501 -0.026 -0.452
item_ammo_357_ttt	-1556.7325 -1232.5919 -127.5704	0.809 -0.364 -0.807
item_ammo_revolver_ttt	604.1838 283.1376 -124.6074	18.010 8.935 10.141
item_ammo_revolver_ttt	788.6481 654.1984 -127.6191	0.866 -0.026 0.001
item_ammo_revolver_ttt	4.6527 809.1025 -69.4965	15.491 -2.776 5.342
item_ammo_revolver_ttt	189.5233 -523.8270 32.5966	0.444 0.061 0.051
item_ammo_revolver_ttt	196.7069 -338.6364 15.9597	0.161 0.460 -5.646
item_ammo_revolver_ttt	974.0213 -1553.4865 -63.5793	0.430 -2.289 -0.006
item_ammo_revolver_ttt	-410.0788 -1574.4866 0.3587	0.455 0.059 0.045
item_ammo_revolver_ttt	-1552.9741 -1290.0981 -127.5663	1.208 1.750 -0.003
item_ammo_revolver_ttt	-1189.1965 230.2310 0.3961	1.706 0.479 -0.045
ttt_playerspawn	-57.0144 -1689.1782 0.4518	-0.012 -0.000 0.012
ttt_playerspawn	-56.6438 -1401.3055 16.4056	-0.018 -0.000 0.018
ttt_playerspawn	-605.5153 -1401.5491 0.3976	-0.024 -0.000 0.024
ttt_playerspawn	-1488.8926 -1406.1094 -127.5864	0.001 -0.000 -0.001
ttt_playerspawn	-766.5190 41.8495 -127.5629	-0.030 0.014 -0.056
ttt_playerspawn	-903.1213 919.7131 -95.5775	-0.049 -0.081 0.012
ttt_playerspawn	543.5044 736.2744 -127.6646	0.002 -0.000 -0.002
ttt_playerspawn	418.7941 -122.5599 -126.5961	1.250 -0.106 1.552
ttt_playerspawn	-67.8391 -386.2390 0.4605	-0.009 -0.000 0.009
ttt_playerspawn	595.0463 -457.7427 0.3381	-0.027 -0.000 0.027
ttt_playerspawn	1233.5461 -1408.0336 -63.6375	0.001 -0.000 -0.001
ttt_playerspawn	-1123.1965 344.5607 0.3882	-0.026 -0.000 0.026
ttt_playerspawn	-1417.5677 -433.4424 -15.5708	-0.017 -0.000 0.017
ttt_playerspawn	-902.0590 -949.4549 0.3843	0.030 0.000 0.030
ttt_playerspawn	-485.2203 -57.8748 16.4111	-0.026 -0.000 0.026
ttt_playerspawn	-583.8072 -406.0717 -15.6191	-0.019 -0.000 0.019
ttt_playerspawn	1204.4752 -1701.3060 0.3866	-0.021 -0.000 0.021
ttt_playerspawn	-1066.7445 -1793.8148 0.3607	-0.035 -0.000 0.035
ttt_playerspawn	-1220.2944 -1169.6530 -103.5799	0.020 0.000 0.020
ttt_playerspawn	-1121.3271 -100.3012 -127.3519	2.795 -0.089 -4.249
ttt_playerspawn	-988.3225 1186.3724 -95.5290	-0.007 -0.100 -0.018
ttt_playerspawn	219.0991 64.5830 0.4005	-0.020 -0.000 0.020
ttt_playerspawn	-562.1122 -1210.5453 0.4355	-0.045 0.070 -0.011
ttt_playerspawn	-968.2117 -422.2715 -15.6354	-0.032 -0.000 0.032
ttt_playerspawn	698.1660 507.3952 -127.6153	-0.001 -0.000 0.001
ttt_playerspawn	309.8863 -436.1229 0.3867	-0.027 -0.000 0.027
weapon_zm_rifle	-1127.5319 699.4431 29.3795	3.983 53.918 64.367
weapon_zm_rifle	-1097.1218 -356.8908 -136.0684	-9.884 -13.395 86.908
weapon_zm_rifle	-224.3070 -443.7278 1.3464	3.370 106.618 64.807
weapon_zm_rifle	553.9418 -1742.9393 1.3500	3.355 3.655 64.877
weapon_zm_rifle	-1416.5010 -1229.5859 -126.7443	0.095 21.526 -88.872
weapon_ttt_smokegrenade	601.7504 533.1194 -107.8244	2.214 -0.122 -2.262
weapon_ttt_smokegrenade	-1185.9595 982.7269 -73.2282	61.852 -49.799 83.788
weapon_ttt_smokegrenade	-148.8732 -1783.2609 4.5275	0.725 0.011 -0.481
weapon_ttt_smokegrenade	450.6906 -612.8635 4.6050	2.246 -0.127 -2.316
weapon_ttt_confgrenade	443.1470 663.1260 -110.3420	-14.063 -38.370 87.258
weapon_ttt_confgrenade	-997.5599 -899.4374 3.5205	1.875 0.216 -0.785
weapon_ttt_confgrenade	-448.1014 -1795.0259 3.5387	1.612 0.225 -0.675
